user_id,target_item_id,most_similar_history_item,similarity_to_target,rank,history_length
141,2500,2499,0.8875462412834167,59,2
142,2507,2505,0.9003322124481201,38,8
143,2519,2512,0.8743628859519958,78,8
144,1206,1206,1.0000001192092896,1,3
145,1825,1825,1.0,1,2
146,2551,2546,0.8808338642120361,726,8
147,2600,2598,0.8675322532653809,285,8
148,2604,2603,0.8819326162338257,75,2
149,2609,2608,0.8650811910629272,372,3
150,2627,2624,0.7388603687286377,2506,8
151,2631,1180,0.8167959451675415,7980,7
152,2650,379,0.8594738841056824,584,8
153,1175,2653,0.8681128025054932,405,2
154,2661,873,0.9289690256118774,11,8
155,2667,2343,0.7272417545318604,18370,7
156,2689,873,0.736716628074646,18539,8
157,952,2323,0.9211511611938477,2,8
158,2720,2719,0.8538320064544678,2547,8
159,2726,642,0.883223295211792,1323,7
160,2731,2730,0.8230420351028442,4152,2
161,2737,2736,0.8526772260665894,1095,5
162,2653,2746,0.895304262638092,18,8
163,2751,2748,0.8709169626235962,430,4
164,2759,2757,0.8841210603713989,60,6
165,2781,2444,0.8806577920913696,152,8
166,2793,2792,0.873785138130188,602,8
167,2797,2796,0.8768274784088135,34,2
168,2807,2807,1.0,1,8
169,2816,1615,0.9205870628356934,31,8
170,2821,2820,0.8382578492164612,1528,4
171,2823,1611,0.8537466526031494,4078,4
172,1882,2834,0.8581387400627136,2302,8
173,831,44,0.8990103006362915,52,8
174,2884,910,0.8735097646713257,100,8
175,2899,1643,0.8729288578033447,184,8
176,2906,1546,0.8115071058273315,10576,8
177,2910,2909,0.8082748055458069,4626,2
178,2925,2921,0.7912706732749939,1201,8
179,1514,1423,0.9078592658042908,40,2
180,2664,2928,0.8729279041290283,265,2
181,2957,2949,0.8709346055984497,14,8
182,840,783,0.8548924922943115,1029,3
183,2967,2962,0.8833386898040771,525,7
184,2989,2987,0.8976637125015259,267,8
185,416,407,0.8646729588508606,121,8
186,2829,3004,0.9035423994064331,155,6
187,1318,3014,0.8686273694038391,942,8
188,763,642,0.8610351085662842,3066,7
189,3060,3055,0.8726586103439331,446,8
190,3068,3066,0.9006408452987671,22,6
191,3078,3070,0.8951189517974854,504,8
192,3091,3082,0.9558138847351074,5,8
193,3095,3094,0.8803239464759827,142,3
194,3099,3098,0.8552314043045044,654,3
195,3109,3116,0.8716861009597778,914,8
196,3124,101,0.8602163791656494,676,8
197,3164,3162,0.8826389908790588,247,8
198,2365,3181,0.903874933719635,16,8
199,1668,1983,0.9019391536712646,258,4
200,3226,3224,0.8765907287597656,342,8
201,3303,3301,0.9252078533172607,39,8
202,3313,3310,0.8822777271270752,85,8
203,2648,2648,1.0000001192092896,1,5
204,3324,3322,0.8469280004501343,875,4
205,3333,3327,0.9018670320510864,65,8
206,3347,3344,0.9171148538589478,19,8
207,641,874,0.9117528796195984,14,5
208,3358,3354,0.8820145130157471,383,7
209,258,3362,0.8612430095672607,89,8
210,3369,3368,0.8685046434402466,105,2
211,2218,2218,1.0,1,5
212,3404,3403,0.8374572396278381,4425,8
213,3411,3408,0.7663273215293884,4161,4
214,3419,3416,0.8727273941040039,430,8
215,1815,1815,0.9999999403953552,1,8
216,3428,3427,0.7447201609611511,16801,2
217,3440,3435,0.8785282373428345,279,8
218,3454,3449,0.8817344903945923,661,8
219,2372,3467,0.868375301361084,106,8
220,3478,3473,0.9053213596343994,10,8
221,3481,3480,0.8810586929321289,1504,2
222,3485,3483,0.8538087606430054,2519,5
223,1382,116,0.8454702496528625,4427,8
224,3511,3510,0.822023332118988,4777,8
225,2497,3515,0.7349377870559692,12638,5
226,3518,2962,0.8574346899986267,2343,4
227,3525,3523,0.8575961589813232,600,4
228,3531,3528,0.8750354051589966,878,7
229,3537,1647,0.8686398863792419,2641,7
230,3376,511,0.8711718320846558,1442,8
231,1955,34,0.8651834726333618,40,8
232,364,3571,0.8917139172554016,156,8
233,2740,1176,0.8627548217773438,1150,6
234,262,2218,0.8372834920883179,2237,5
235,467,462,0.7999777793884277,5704,2
236,3591,3591,1.0,1,8
237,3596,3594,0.7809830904006958,11051,3
238,382,3598,0.8609645366668701,714,2
239,2601,3609,0.8655391335487366,897,8
240,3616,3614,0.8476393222808838,235,2
241,3624,3621,0.8350889682769775,5758,8
242,3640,3635,0.8946636915206909,11,8
243,3648,3648,0.9999999403953552,1,8
244,3156,3674,0.8528435230255127,3159,8
245,3683,3681,0.850007176399231,888,2
246,3684,658,0.9143859148025513,6,3
247,3687,855,0.8574538230895996,532,2
248,526,3740,0.8881601691246033,48,8
249,3765,3761,0.8886157274246216,59,8
250,3485,3483,0.8538087606430054,2523,3
251,3773,3772,0.8574678897857666,447,2
252,3688,3778,0.8435068130493164,39,7
253,743,3781,0.8223158121109009,6268,3
254,3038,3057,0.8293514847755432,438,5
255,1831,106,0.8872686624526978,181,2
256,3793,3790,0.9069857597351074,76,3
257,147,3806,0.875523567199707,1384,8
258,3814,3813,0.7980334758758545,8026,5
259,68,3833,0.9211586713790894,1,8
260,3843,3840,0.8893120884895325,16,3
261,3868,3867,0.8692795038223267,716,8
262,3879,3875,0.8863043785095215,47,8
263,3884,3882,0.9037535190582275,8,3
264,3908,3903,0.8740962743759155,644,8
265,2420,3911,0.8865987062454224,185,7
266,3925,3921,0.8787093758583069,78,8
267,3933,3931,0.8543437719345093,1055,7
268,3936,2310,0.9008510112762451,83,3
269,3944,3943,0.9287575483322144,4,6
270,3954,520,0.89570152759552,24,8
271,3958,3957,0.8800200819969177,124,3
272,3971,3969,0.7699474692344666,15070,8
273,4001,4000,0.8685577511787415,559,8
274,4012,4011,0.8634810447692871,6,8
275,4019,4013,0.8242117762565613,4140,8
276,4030,4028,0.8756641149520874,189,8
277,660,2760,0.8741318583488464,249,6
278,14,2823,0.8436549305915833,1664,4
279,4059,2660,0.8136121034622192,8835,8
280,4061,4060,0.8916146755218506,614,2
281,3126,4063,0.896475076675415,46,5
282,4076,4072,0.8851298093795776,314,8
283,4104,4100,0.876609206199646,850,8
284,2888,47,0.8921784162521362,161,8
285,4143,3128,0.865608811378479,1467,8
286,4159,4153,0.8541898727416992,1266,8
287,4163,3880,0.8788983821868896,194,6
288,926,4171,0.8085780143737793,4365,8
289,4181,292,0.8686923384666443,427,8
290,4221,892,0.837990939617157,4687,8
291,673,3871,0.8607635498046875,2376,2
292,4232,3770,0.8848669528961182,32,8
293,4254,4249,0.8932976722717285,71,8
294,3163,4279,0.9006592035293579,53,8
295,1017,3874,0.8696032762527466,393,5
296,4284,1833,0.8079386949539185,3832,2
297,4294,4124,0.8770853877067566,1342,8
298,4304,4300,0.895917534828186,75,8
299,4308,4305,0.8748403787612915,1047,2
300,3454,4312,0.857333242893219,2630,2
301,2558,2774,0.8752990961074829,305,8
302,4334,1967,0.8513165712356567,2158,6
303,1533,1529,0.8875579237937927,34,8
304,4399,4397,0.8844997882843018,134,8
305,4404,4401,0.8966923952102661,160,3
306,1599,4408,0.7546215057373047,15906,8
307,4433,4431,0.8564945459365845,737,8
308,4444,4444,0.9999999403953552,1,8
309,4479,3141,0.8648854494094849,186,8
310,4486,3347,0.8863897919654846,252,8
311,4489,1630,0.891291618347168,28,5
312,2707,2690,0.8658724427223206,979,8
313,4507,297,0.9022954702377319,185,3
314,4519,4517,0.8697293996810913,246,8
315,4522,4521,0.8377810716629028,1051,2
316,4397,4528,0.8399921655654907,2934,8
317,4539,2847,0.875739336013794,18,8
318,2700,3792,0.8665263056755066,807,8
319,4566,4562,0.8658566474914551,360,6
320,4574,3869,0.8040304183959961,7059,8
321,4579,754,0.8818440437316895,74,8
322,4587,3080,0.8449176549911499,3586,8
323,4592,4591,0.8800042867660522,256,4
324,3576,4602,0.8822404146194458,416,8
325,2747,2747,1.0,1,8
326,4633,4632,0.8372368812561035,4681,3
327,820,4636,0.8703843951225281,181,3
328,4649,4645,0.8752452731132507,98,8
329,1131,4651,0.8635531663894653,893,3
330,4654,4653,0.8835061192512512,332,2
331,2255,4145,0.8796586990356445,183,2
332,4663,4662,0.8708863258361816,908,4
333,93,4666,0.8616911172866821,2102,7
334,1013,4510,0.8863288760185242,314,8
335,4678,4673,0.8628196120262146,384,6
336,868,4730,0.8493477702140808,3313,8
337,4735,4734,0.8864128589630127,559,5
338,2886,4738,0.8635254502296448,841,3
339,4745,2505,0.9042441248893738,20,8
340,4750,3025,0.7528394460678101,16260,4
341,1289,4763,0.8996505737304688,17,8
342,27,828,0.8607985377311707,1870,3
343,2114,4769,0.9048734903335571,145,3
344,4773,4064,0.8507319688796997,1264,6
345,4816,3871,0.8466795682907104,5667,8
346,4823,4820,0.8719222545623779,410,8
347,4829,4828,0.8994806408882141,166,3
348,2784,534,0.8802633285522461,293,6
349,3385,639,0.8928283452987671,188,8
350,3866,4848,0.8767877817153931,271,8
351,4853,4852,0.8425402641296387,711,2
352,2740,642,0.8811019659042358,1468,8
353,4877,4872,0.8869194388389587,331,8
354,4904,3549,0.7903239727020264,663,8
355,4907,4914,0.8997471928596497,48,8
356,4918,4916,0.8976528644561768,196,5
357,2790,1131,0.8753939270973206,153,8
358,4931,197,0.8301684856414795,2034,4
359,3483,4939,0.8965083360671997,37,8
360,4947,1595,0.8606088161468506,838,8
361,4949,3871,0.8756591081619263,574,3
362,4985,4983,0.8854534029960632,31,8
363,4992,4657,0.8793511390686035,82,8
364,4999,2655,0.8841515779495239,34,8
365,5003,5000,0.8954370021820068,11,5
366,1122,219,0.8848999738693237,43,8
367,1525,5023,0.844248354434967,4781,2
368,5033,5031,0.8553792834281921,435,8
369,5038,4656,0.7626674175262451,16076,4
370,5057,5056,0.8450473546981812,1281,8
371,4278,5120,0.8354339599609375,4050,8
372,5126,3751,0.8634515404701233,3058,5
373,5134,5133,0.8283564448356628,10136,8
374,5147,5143,0.8154191970825195,6122,8
375,5148,3121,0.8454679846763611,1190,2
376,3653,5293,0.8351849317550659,911,8
377,5304,5302,0.7235515117645264,15803,8
378,5312,5007,0.8908389806747437,125,8
379,5320,5077,0.8123390674591064,7050,8
380,5349,2409,0.8926218152046204,48,8
381,4033,2630,0.9061463475227356,12,8
382,5372,965,0.9025365114212036,23,3
383,5436,1322,0.8829009532928467,89,8
384,5446,5444,0.8602110147476196,365,8
385,5499,5494,0.8480338454246521,4588,8
386,4853,5503,0.8703733086585999,1697,6
387,3145,3657,0.8466891646385193,322,2
388,754,5508,0.8803896307945251,97,7
389,657,1652,0.8633884191513062,1240,5
390,4288,1378,0.8823526501655579,833,3
391,2514,5529,0.8498226404190063,354,8
392,5532,5531,0.8847423791885376,125,2
393,473,5540,0.8071107864379883,3428,8
394,1697,1670,0.8805338144302368,356,8
395,5567,3263,0.8974002003669739,385,8
396,4497,5602,0.8892558217048645,508,8
397,4068,5607,0.864915668964386,237,7
398,1614,5610,0.8854624629020691,32,3
399,3260,3194,0.8728783130645752,400,8
400,5645,1514,0.8994451761245728,50,8
401,5655,2395,0.8639217615127563,597,8
402,2432,5663,0.8244479894638062,8912,8
403,5668,5606,0.8428633809089661,4966,5
404,5673,5671,0.84459388256073,1923,2
405,5687,1292,0.8619263172149658,4267,8
406,4123,1696,0.905704140663147,47,8
407,2795,4290,0.8467288017272949,3312,2
408,2181,5711,0.9012482762336731,163,8
409,5722,5721,0.816207766532898,8100,8
410,5732,5729,0.8033181428909302,9240,8
411,4704,5743,0.8228046894073486,6389,8
412,5767,5763,0.8280936479568481,6114,8
413,1672,665,0.8894139528274536,99,8
414,2279,5774,0.8650301694869995,1680,8
415,5781,5778,0.7573009729385376,15928,3
416,5801,1150,0.8650979995727539,823,8
417,5807,2518,0.868694543838501,47,8
418,959,850,0.8063902854919434,5812,2
419,5819,5817,0.7867632508277893,10300,8
420,5824,5823,0.8874074220657349,126,5
421,251,3229,0.8852434158325195,621,6
422,2096,201,0.8708919286727905,858,8
423,3613,3162,0.8863205909729004,164,8
424,4606,5866,0.849790632724762,2276,8
425,5869,2730,0.8109157085418701,6227,4
426,5874,2279,0.7697701454162598,15352,4
427,3292,3975,0.8477117419242859,3413,8
428,5901,5898,0.8946058750152588,128,8
429,1846,880,0.8579815626144409,870,2
430,5910,5909,0.8342479467391968,4920,8
431,2244,5912,0.765695333480835,16716,2
432,1745,5918,0.8846839666366577,81,7
433,5120,5920,0.881228506565094,50,8
434,5923,2291,0.866668701171875,1186,3
435,2102,5925,0.866523027420044,324,2
436,5933,5930,0.8929157257080078,192,8
437,5939,5938,0.9481097459793091,2,8
438,5942,673,0.84063321352005,2469,3
439,1604,1350,0.8539301156997681,2454,8
440,5955,5954,0.911770224571228,6,8
441,5979,149,0.8605855703353882,568,8
442,4560,5991,0.8457978367805481,6379,8
443,6000,6000,1.0000001192092896,1,6
444,5812,6007,0.8603213429450989,1716,8
445,6014,5951,0.882277250289917,134,7
446,310,1761,0.874538004398346,322,8
447,1073,6036,0.8778880834579468,455,8
448,4254,6041,0.8630381226539612,517,2
449,6053,5137,0.8932797908782959,401,8
450,453,1850,0.7906827926635742,9916,8
451,6068,1361,0.899475634098053,48,8
452,2455,6072,0.875533401966095,76,8
453,5480,6088,0.8848658800125122,207,8
454,6092,6091,0.8724981546401978,262,3
455,2507,3024,0.8737442493438721,790,5
456,3910,642,0.88079833984375,1488,8
457,3148,3604,0.8527697324752808,1067,8
458,6165,675,0.8745632171630859,715,8
459,1260,6169,0.8519624471664429,1534,8
460,255,6183,0.8634195327758789,1502,8
461,6184,1238,0.75342857837677,16503,5
462,3149,6186,0.8508418798446655,477,2
463,791,6190,0.829918622970581,3479,6
464,642,6195,0.8783859014511108,230,3
465,2745,2888,0.8695224523544312,557,8
466,4860,818,0.8897243738174438,301,8
467,4322,1142,0.8926464915275574,21,6
468,1457,6214,0.9194812774658203,2,6
469,2796,4441,0.8446321487426758,1314,8
470,6227,504,0.8021880388259888,8101,3
471,6233,6231,0.8999065160751343,3,5
472,6238,1895,0.859645426273346,1996,8
473,74,6241,0.8529289960861206,3456,6
474,3021,5503,0.8904582858085632,452,8
475,4014,3116,0.8673298358917236,1300,8
476,1016,6274,0.8600902557373047,1825,2
477,2760,1680,0.862288236618042,2560,4
478,6280,754,0.8894703388214111,35,4
479,6288,648,0.8525126576423645,2853,8
480,6291,6290,0.8712561130523682,899,2
481,6295,6293,0.7090752124786377,18050,4
482,6299,2246,0.8586852550506592,1986,3
483,6309,6308,0.8871593475341797,134,8
484,3557,3566,0.8369351625442505,358,8
485,1265,6318,0.8066372275352478,11522,8
486,6326,3025,0.8788899183273315,414,8
487,6329,6328,0.7109940648078918,11967,2
488,2903,2531,0.8756250143051147,994,5
489,4990,5858,0.8319652676582336,1546,3
490,6338,6337,0.7650446891784668,14600,4
491,6343,5872,0.8779493570327759,66,8
492,6348,6347,0.8486176133155823,5518,3
493,5355,3576,0.8926827907562256,97,7
494,1901,6360,0.8939903378486633,169,8
495,3853,6378,0.8451405763626099,3114,8
496,2549,232,0.8556437492370605,609,8
497,6390,3957,0.8341670632362366,3787,4
498,6393,6392,0.8347070217132568,2940,4
499,6416,6415,0.7571309208869934,17235,8
500,126,3795,0.8581916093826294,2102,4
501,407,6459,0.8504364490509033,512,8
502,5486,6496,0.8720892667770386,93,8
503,2489,790,0.8512820601463318,338,2
504,5224,2466,0.8848581314086914,9,8
505,6520,6518,0.9290133714675903,4,2
506,6529,6524,0.8852647542953491,33,8
507,6559,4007,0.894261360168457,172,8
508,6563,1531,0.8806250095367432,19,2
509,6565,772,0.7331857681274414,17447,3
510,6570,6567,0.8565182089805603,286,8
511,6586,1833,0.9039872884750366,51,8
512,6622,6234,0.8891844749450684,37,8
513,6632,6631,0.7495890855789185,2944,8
514,6645,6645,0.9999998807907104,1,8
515,6683,6680,0.8533401489257812,814,8
516,6701,5933,0.901123046875,139,8
517,5133,5532,0.9127504825592041,23,8
518,6711,4716,0.8689051866531372,780,8
519,6714,3713,0.8336890935897827,5166,3
520,6727,6724,0.9096245765686035,67,8
521,4033,4033,1.0,1,8
522,6773,6768,0.8511674404144287,4937,8
523,498,6775,0.7243924140930176,17933,8
524,6780,6295,0.8593695163726807,112,5
525,6795,827,0.7960827350616455,11006,8
526,3025,3095,0.8826353549957275,914,3
527,80,6801,0.8604042530059814,1247,3
528,1238,3866,0.8769445419311523,279,8
529,1672,2113,0.900153636932373,149,3
530,6692,6816,0.8252060413360596,2639,2
531,6830,1255,0.8534160852432251,1500,8
532,2569,4322,0.8550078868865967,1411,4
533,6840,6839,0.8914964199066162,30,8
534,6846,6843,0.8501955270767212,254,8
535,6854,6853,0.8944394588470459,142,6
536,6861,6859,0.883816123008728,794,8
537,6887,4954,0.8565874099731445,699,8
538,6898,6898,1.0,1,8
539,6909,6908,0.8571270704269409,3007,8
540,6915,6913,0.8724411725997925,1187,8
541,5465,6922,0.9136658906936646,15,7
542,6949,6948,0.7295770645141602,15963,8
543,5560,5561,0.9445436000823975,2,2
544,3628,6955,0.7911211252212524,10176,8
545,4856,6958,0.8396903276443481,834,2
546,878,267,0.8523193597793579,1350,8
547,6964,1613,0.855056881904602,1193,2
548,4517,2522,0.8683546781539917,2740,8
549,6975,1258,0.7245433330535889,17419,7
550,6978,6977,0.8585953116416931,254,3
551,6987,6987,0.9999998211860657,1,8
552,6992,6991,0.8766019344329834,219,2
553,2401,2706,0.8791413307189941,83,8
554,3034,7005,0.8689513206481934,349,4
555,3052,4666,0.9053082466125488,101,5
556,7017,1548,0.8081338405609131,4428,8
557,7031,7030,0.8533805012702942,506,8
558,2588,2570,0.8676093816757202,184,8
559,4972,5392,0.8877850770950317,151,8
560,7048,7047,0.8856498003005981,128,6
561,2366,7049,0.8771637678146362,962,3
562,7052,7051,0.8610376119613647,692,4
563,7063,5486,0.8524650931358337,2299,8
564,7068,7065,0.8772494792938232,366,8
565,565,4429,0.8366421461105347,2832,7
566,7071,7088,0.8776999711990356,153,8
567,7091,6248,0.9371764659881592,14,5
568,7094,5368,0.8600231409072876,1629,4
569,7104,7098,0.9136781692504883,16,8
570,7107,2436,0.7671291828155518,16682,7
571,1223,6660,0.8651800155639648,45,4
572,7120,2956,0.818875789642334,7340,8
573,4098,2368,0.8517951965332031,2429,3
574,7146,2455,0.8711690902709961,173,8
575,7152,3986,0.8310024738311768,3943,8
576,7157,1859,0.8960102796554565,25,6
577,763,3095,0.8986754417419434,246,8
578,6649,3770,0.8520878553390503,365,2
579,2527,1411,0.8635950684547424,2010,8
580,7188,1549,0.7542147636413574,8280,8
581,2836,1180,0.8824819922447205,456,8
582,7199,7197,0.6858806610107422,18824,4
583,7210,7207,0.8840104341506958,297,8
584,7213,1804,0.8895275592803955,489,3
585,7223,7221,0.8837829828262329,88,8
586,1413,7234,0.9000629186630249,141,8
587,7236,3941,0.9023188352584839,7,4
588,6090,7242,0.8533510565757751,1909,8
589,1019,642,0.8751799464225769,1885,6
590,4599,642,0.8768320083618164,1769,4
591,1049,2123,0.8913272619247437,94,8
592,373,7266,0.8654493689537048,1316,8
593,7281,7279,0.8808751106262207,463,8
594,6461,4653,0.8713988065719604,579,7
595,630,1637,0.8585976362228394,1452,8
596,7315,7315,1.0,1,8
597,7339,7337,0.8506523370742798,2447,8
598,6310,820,0.8666938543319702,1491,5
599,7344,7343,0.6711594462394714,19044,2
600,7370,7368,0.7151907086372375,17384,8
601,7374,76,0.8723924160003662,286,8
602,644,7298,0.8635648488998413,1019,2
603,6391,6482,0.8425114154815674,1627,8
604,7413,3130,0.855480432510376,862,8
605,2061,3488,0.8169073462486267,9027,8
606,7428,7427,0.8015525341033936,521,2
607,7444,3770,0.8460889458656311,553,8
608,7447,7446,0.913322925567627,33,5
609,7450,3871,0.8504972457885742,4699,7
610,7454,2292,0.8408716917037964,2184,4
611,1984,7456,0.8780195713043213,101,8
612,799,4347,0.8740358352661133,2082,2
613,7464,4046,0.8557108640670776,3387,8
614,5676,7467,0.8442956209182739,4656,3
615,7473,3585,0.7416765093803406,17612,5
616,7482,2043,0.8367217779159546,3106,8
617,7575,7573,0.8794273138046265,452,8
618,7577,7577,1.0,1,2
619,2010,7579,0.8511455059051514,2942,2
620,4764,4204,0.8510363101959229,2159,8
621,7589,7589,1.0,1,6
622,1171,7591,0.8909631371498108,70,2
623,7611,2546,0.8549509048461914,2419,8
624,2290,314,0.8391132950782776,511,8
625,4594,2718,0.8543168902397156,1466,2
626,4165,124,0.8516132235527039,2514,7
627,7664,7664,1.000000238418579,1,5
628,340,7667,0.8793460130691528,175,3
629,6064,1423,0.8886475563049316,326,4
630,1978,7669,0.8736960887908936,138,2
631,1295,4545,0.8935104012489319,147,7
632,7683,7682,0.8212364912033081,1570,8
633,831,7687,0.8800178170204163,707,3
634,3359,6991,0.8684499263763428,447,5
635,2537,7692,0.832701563835144,5754,3
636,7716,6654,0.8721017837524414,46,8
637,7724,7722,0.8017705082893372,10067,8
638,1504,3911,0.8921554088592529,101,2
639,7728,7727,0.7937763333320618,6473,3
640,7735,7732,0.769410252571106,1815,8
641,7751,7749,0.866622805595398,403,8
642,7760,6899,0.8744309544563293,978,8
643,4280,2772,0.8645991086959839,544,8
644,7768,6171,0.8917678594589233,267,2
645,5959,146,0.8874033093452454,390,8
646,79,7777,0.8743788003921509,422,2
647,7780,5540,0.8560270667076111,329,8
648,7782,4579,0.8774699568748474,281,2
649,7784,4494,0.8719073534011841,1767,2
650,2087,2728,0.8711190223693848,1584,3
651,7789,1913,0.9003003835678101,64,8
652,7814,6903,0.749823808670044,17439,8
653,7818,2535,0.9083382487297058,46,3
654,4116,1611,0.858319878578186,3305,2
655,7823,7823,1.0,1,8
656,7508,6576,0.9185219407081604,9,3
657,4737,2660,0.9094165563583374,32,8
658,7861,2698,0.8536859750747681,425,8
659,962,7866,0.8230174779891968,8789,8
660,2088,652,0.8172917366027832,8608,8
661,4789,4789,1.0,1,5
662,7886,7884,0.8036115169525146,10372,3
663,7889,7888,0.8806394934654236,527,5
664,3104,1975,0.8504719734191895,4474,2
665,7976,4339,0.886957049369812,110,8
666,8000,7996,0.8348904848098755,4467,8
667,8003,8002,0.8288814425468445,3021,2
