user_id,target_item_id,most_similar_history_item,similarity_to_target,rank,history_length
51,424,421,0.796527624130249,3491,5
52,432,427,0.7840889692306519,1613,6
53,442,435,0.8267027139663696,795,7
54,447,446,0.7377270460128784,5004,2
55,452,450,0.737441897392273,6145,2
56,463,462,0.7754598259925842,2286,8
57,468,467,0.7607901692390442,55,2
58,478,472,0.7150077819824219,4674,7
59,485,484,0.8080264329910278,63,5
60,490,488,0.7532041668891907,3496,2
61,494,493,0.7007268667221069,8233,2
62,533,525,0.7479170560836792,670,8
63,540,539,0.89398193359375,8,4
64,546,545,0.9625328779220581,1,3
65,551,549,0.7534879446029663,3873,2
66,558,554,0.7470644116401672,4662,4
67,196,561,0.7237467765808105,5195,4
68,571,570,0.8431891202926636,532,4
69,575,574,0.7547560930252075,3948,2
70,580,579,0.851940393447876,8,2
71,586,584,0.7753731608390808,633,3
72,591,590,0.7703390717506409,346,2
73,595,594,0.7758681774139404,625,2
74,601,598,0.7147853374481201,2545,3
75,606,605,0.8423618078231812,73,3
76,611,609,0.7766686677932739,2068,3
77,617,614,0.7192258834838867,7282,3
78,624,620,0.8243625164031982,786,5
79,630,628,0.8060802221298218,212,3
80,667,663,0.7466322779655457,6990,8
81,673,670,0.7858051061630249,892,3
82,677,675,0.7389021515846252,4024,2
83,693,155,0.8404533863067627,521,8
84,698,697,0.7210036516189575,3926,2
85,703,702,0.9252476692199707,17,2
86,710,709,0.7887052297592163,1779,6
87,714,395,0.7913148403167725,1532,2
88,718,576,0.5870213508605957,10469,2
89,724,723,0.7607095241546631,286,4
90,732,727,0.7737792134284973,2951,6
91,758,756,0.7382659316062927,278,8
92,343,761,0.8064773082733154,1776,3
93,767,765,0.8696342706680298,23,2
94,780,451,0.8292132616043091,96,8
95,786,784,0.8905741572380066,7,3
96,791,789,0.7769518494606018,2470,2
97,795,794,0.8217772245407104,1839,2
98,800,798,0.7350879311561584,1281,2
99,807,804,0.788199782371521,712,4
100,815,810,0.8984057307243347,3,6
101,820,818,0.6624885201454163,4695,2
102,825,824,0.6743069887161255,7699,2
103,949,948,0.7947971820831299,212,8
104,965,960,0.6112104654312134,11037,8
105,970,968,0.663772702217102,7355,2
106,976,973,0.8862905502319336,63,6
107,980,949,0.7850217819213867,290,5
108,995,989,0.7668214440345764,1687,8
109,1011,1005,0.8033968210220337,506,8
110,1032,580,0.8249166011810303,65,8
111,599,1036,0.6653950810432434,10104,2
112,1042,1039,0.7488033771514893,620,3
113,1046,429,0.7883619666099548,2344,2
114,137,1062,0.8048468828201294,73,8
115,1066,1064,0.941006600856781,2,2
116,1071,1070,0.6447385549545288,10895,2
117,1076,1074,0.8278015851974487,190,3
118,1082,1081,0.9040664434432983,86,4
119,1089,1085,0.8037217855453491,709,4
120,1096,1093,0.7468441128730774,4251,4
121,1121,1116,0.7374898195266724,2935,8
122,1129,1124,0.7719048261642456,3488,6
123,834,1131,0.8319202661514282,181,4
124,1141,560,0.817969799041748,781,8
125,57,51,0.9160046577453613,10,8
126,237,1156,0.7353209257125854,7055,2
127,1161,1160,0.7680681347846985,149,2
128,628,1164,0.7369810342788696,4926,4
129,1172,1171,0.7761385440826416,313,4
130,32,1174,0.939365029335022,30,5
131,1181,1180,0.9678725004196167,1,5
132,1198,1195,0.7832434177398682,790,8
133,34,1201,0.700176477432251,7250,3
134,1207,1204,0.8416672348976135,448,5
135,1212,1211,0.7383667230606079,2823,2
136,1218,1216,0.6573492288589478,9192,3
137,100,1221,0.8986406922340393,9,2
138,1227,1226,0.7752972841262817,3259,3
139,1230,576,0.8615586757659912,61,3
140,1235,1233,0.7165430784225464,3675,2
141,1240,280,0.8897887468338013,214,4
142,1249,1245,0.7940924167633057,134,6
143,408,1255,0.8747559785842896,5,8
144,1149,1258,0.8447604179382324,514,2
145,1270,1264,0.9598419666290283,1,8
146,1278,778,0.7794538140296936,607,7
147,1298,1297,0.9023627042770386,1,8
148,1305,1304,0.8836309313774109,81,6
149,1310,1309,0.8669990301132202,5,3
150,1316,1314,0.7115321159362793,7164,5
151,1323,1322,0.8718095421791077,22,5
152,1332,532,0.819557785987854,50,7
153,478,1335,0.6974736452102661,8032,2
154,1340,1338,0.6883537769317627,2501,2
155,1346,1344,0.7978914976119995,253,3
156,1351,1350,0.8008133172988892,402,2
157,1356,1353,0.7780822515487671,386,3
158,1363,1361,0.7948908805847168,116,4
159,1366,1364,0.7315375804901123,2168,2
160,1372,1369,0.7419567108154297,1034,3
161,1378,1376,0.8287360072135925,293,3
162,1390,1389,0.9608817100524902,1,8
163,25,1394,0.6859173774719238,8326,2
164,468,1408,0.8931543231010437,37,8
165,1415,429,0.7025361061096191,7587,8
166,1420,1418,0.7495788335800171,3606,3
167,781,1429,0.8442561626434326,381,8
168,836,32,0.9124051332473755,41,6
169,603,1436,0.8284546136856079,119,2
170,1441,3,0.9443755149841309,4,2
171,1449,1448,0.7764099836349487,3286,7
172,1453,1451,0.7853876948356628,1849,2
173,141,1465,0.7819769382476807,853,8
174,1472,1469,0.8602790832519531,2,3
175,58,1475,0.7412433624267578,3281,3
176,1482,1481,0.7618999481201172,657,2
177,1487,1486,0.7416843175888062,925,2
178,1492,1491,0.6648275256156921,10912,2
179,1497,1496,0.9104375243186951,13,2
180,945,249,0.8927800059318542,94,8
181,1555,1554,0.9665631055831909,1,2
182,1560,1558,0.7027395963668823,7834,4
183,1566,1565,0.7593316435813904,193,5
184,1571,1568,0.919845461845398,2,3
185,1585,1579,0.7812671661376953,2759,8
186,1045,1589,0.8717777729034424,22,4
187,1597,1592,0.9270519614219666,5,5
188,1201,1601,0.836152195930481,361,4
189,1610,1609,0.7891640663146973,471,7
190,1551,1613,0.7482476234436035,4032,4
191,1623,1622,0.9324870705604553,2,5
192,1628,1626,0.7440415620803833,4726,2
193,235,1632,0.640702486038208,5991,2
194,1644,1639,0.871686577796936,47,8
195,1650,1648,0.826082170009613,1084,3
196,1149,1655,0.9467589855194092,3,5
197,1661,1659,0.7545586824417114,5537,2
198,1666,1665,0.9485594034194946,1,2
199,1473,1671,0.897041380405426,5,6
200,1681,1677,0.6788501739501953,8971,4
201,1164,1689,0.8347337245941162,147,8
202,35,421,0.7427845597267151,7613,5
203,1699,1696,0.7722983360290527,1769,3
204,1703,88,0.8100564479827881,95,3
205,1709,1705,0.6714468002319336,7740,4
206,1718,1715,0.9313967823982239,2,6
207,1723,854,0.780388355255127,2516,4
208,1736,1733,0.8240816593170166,29,8
209,1743,1741,0.8745176196098328,81,6
210,1752,1275,0.8525806069374084,37,8
211,1759,1758,0.7660554647445679,659,4
212,1761,1760,0.7570673823356628,2487,2
213,1023,1764,0.8967170119285583,8,2
214,1769,210,0.7885292768478394,1621,4
215,1776,410,0.7957302927970886,887,5
216,1780,11,0.9430740475654602,4,3
217,1784,1782,0.7494866251945496,813,2
218,339,1607,0.8304965496063232,482,3
219,357,1791,0.7578264474868774,1113,5
220,1793,125,0.7769438028335571,324,2
221,1797,291,0.7623149156570435,5401,6
222,831,1800,0.7827731370925903,906,2
223,1808,1803,0.7448679208755493,2198,5
224,1813,1811,0.7050450444221497,5086,4
225,1817,1816,0.7263613939285278,969,2
226,1822,1820,0.8760238885879517,34,3
227,1827,439,0.8758535981178284,13,4
228,1830,276,0.9066874384880066,57,2
229,1874,1867,0.8133448362350464,127,8
230,1883,1877,0.7488634586334229,6502,8
231,974,475,0.9164495468139648,12,3
232,1692,1730,0.7301079630851746,626,2
233,1894,1892,0.7979329824447632,694,3
234,1905,21,0.8302161693572998,18,8
235,257,190,0.7781015634536743,4027,8
236,1917,1916,0.7700730562210083,248,2
237,1922,1921,0.6267188787460327,11068,2
238,1591,1589,0.824488639831543,545,2
239,419,1926,0.7995014190673828,22,3
240,1932,1931,0.7473773956298828,3996,3
241,1938,1937,0.5737355947494507,11898,4
242,1943,1942,0.7412792444229126,6931,3
243,537,421,0.9381473064422607,14,2
244,396,276,0.9472651481628418,2,4
245,1976,1971,0.8886284828186035,5,8
246,1482,869,0.7404593229293823,2607,3
247,1983,216,0.7131549119949341,3438,3
248,1989,1987,0.8640644550323486,117,3
249,1993,1992,0.7995697259902954,1394,3
250,49,1998,0.7636581659317017,3688,4
251,1434,2001,0.8487237691879272,14,2
252,1607,2004,0.7930384874343872,448,2
253,2008,1394,0.8455862998962402,66,3
254,1275,2011,0.7221709489822388,5133,2
255,771,2014,0.9006022214889526,7,3
256,2018,638,0.8347959518432617,66,4
257,1185,2027,0.7348863482475281,2326,8
258,469,2039,0.7060892581939697,3559,8
259,901,2042,0.7097775936126709,8276,2
260,375,420,0.786367654800415,2970,8
261,2059,2058,0.7994523048400879,768,7
262,1521,2061,0.7282137870788574,6112,7
263,2071,2070,0.8733961582183838,6,4
264,720,2075,0.6601448059082031,9471,6
265,1213,2081,0.7569478750228882,4900,3
266,2088,2087,0.9557093381881714,1,2
267,2094,145,0.8061122298240662,1942,4
268,2106,2101,0.812893271446228,82,8
269,2110,230,0.7601180076599121,3532,2
270,2114,1312,0.9090597629547119,5,4
271,2118,2117,0.9068536758422852,7,2
272,238,2131,0.8435426354408264,119,8
273,614,421,0.8619605302810669,534,6
274,2147,2146,0.9165547490119934,43,8
275,412,2150,0.5588198900222778,11836,3
276,2154,13,0.8173714876174927,41,2
277,618,2160,0.8766651153564453,40,5
278,346,1085,0.8857035636901855,21,6
279,1405,2167,0.7537820339202881,2827,2
280,2174,2170,0.7834622859954834,3957,4
281,1862,2182,0.7943874597549438,2422,8
282,1999,2167,0.8346768617630005,115,4
283,2204,2198,0.8197527527809143,87,8
284,2208,1379,0.9064184427261353,4,3
285,2212,1014,0.6883571743965149,2483,2
286,1818,2216,0.9082601070404053,5,4
287,1691,1149,0.7510701417922974,3233,4
288,2226,2222,0.8755521178245544,59,6
289,24,2067,0.7756780385971069,177,3
290,2232,2230,0.9213147163391113,13,5
291,263,296,0.7181179523468018,6111,2
292,1451,1931,0.7920370101928711,1245,3
293,2245,1533,0.7432763576507568,847,8
294,2252,521,0.7116453647613525,6585,8
295,2256,2255,0.891142725944519,2,3
296,2260,2259,0.7671018838882446,2550,3
297,2264,2262,0.8556122183799744,225,5
298,2268,2267,0.7560509443283081,2850,4
299,2272,2269,0.8855531215667725,5,5
300,1993,2281,0.8013006448745728,998,8
301,1128,1127,0.9359083771705627,2,2
302,2289,2288,0.8882405757904053,13,4
303,2293,2291,0.8987420201301575,44,2
304,69,71,0.8886486291885376,5,8
305,1467,2307,0.7002819776535034,5158,2
306,2318,2314,0.8442338705062866,18,8
307,2325,1740,0.8781707286834717,71,7
308,2329,2328,0.7240240573883057,2562,2
309,1622,1621,0.9315280914306641,1,2
310,2337,1986,0.8838342428207397,70,7
311,2340,343,0.7448859214782715,4384,7
312,2345,2342,0.8823292255401611,13,5
313,2349,978,0.9195051193237305,15,2
314,1197,2362,0.9439157843589783,1,8
315,2367,2366,0.9299547672271729,2,5
316,1241,2370,0.7777736783027649,1306,2
317,2372,31,0.8893179893493652,33,3
318,2376,2374,0.8808253407478333,43,4
319,2087,2379,0.9079549312591553,8,2
320,2382,2381,0.8800724744796753,3,3
321,900,2384,0.7444198727607727,4923,3
322,2199,2389,0.8731487989425659,42,4
323,2396,118,0.7625085115432739,2203,5
324,2403,1018,0.817473292350769,392,6
325,2408,2407,0.9578839540481567,1,3
326,2413,2411,0.8051146864891052,1555,2
327,2052,421,0.8395065069198608,1071,5
328,2420,2419,0.8496848940849304,8,2
329,480,1644,0.7871886491775513,2900,7
330,2431,2430,0.8169748187065125,79,5
331,2436,2082,0.9077943563461304,5,3
332,2441,1485,0.7856470346450806,1770,7
333,2446,2444,0.7903726696968079,1767,3
334,1278,2449,0.7813043594360352,26,2
335,1193,2454,0.7831888198852539,1040,8
336,360,2459,0.7848175168037415,91,2
337,2463,2462,0.6996197700500488,9620,2
338,2468,2466,0.7255669832229614,3123,2
339,2473,2471,0.7703137397766113,1152,4
340,2478,2476,0.6757925152778625,2298,3
341,136,2481,0.7632724642753601,356,4
342,2377,445,0.8129292726516724,173,4
343,2493,2490,0.7154281139373779,4796,8
344,783,2497,0.6725678443908691,5354,2
345,177,2229,0.9041205644607544,12,3
346,2508,2507,0.8395185470581055,260,8
347,82,168,0.8742574453353882,59,2
348,149,2514,0.8811681270599365,23,3
349,2522,2520,0.7426002025604248,3119,6
350,56,2531,0.867348849773407,38,8
351,1026,2532,0.7958045601844788,1101,2
352,1129,2533,0.7330443859100342,3205,2
353,2537,2535,0.7296404838562012,371,2
354,336,2540,0.6903508901596069,8497,2
355,1504,2544,0.7365901470184326,1084,2
356,2551,2549,0.8303581476211548,396,8
357,470,71,0.6846046447753906,7316,5
358,2561,1106,0.7771729230880737,2413,8
359,2566,2565,0.7429737448692322,851,2
360,2576,2574,0.7797162532806396,1730,8
361,2579,2578,0.743206262588501,3718,2
362,2584,2583,0.7433062791824341,916,2
363,2406,2487,0.6977782249450684,6629,3
364,2594,2592,0.770859956741333,1456,3
365,2599,2597,0.7592586278915405,253,2
366,2079,2077,0.922477126121521,1,4
367,682,2605,0.7871820330619812,3872,7
368,2608,2607,0.7516168355941772,4567,4
369,2610,2609,0.7354586124420166,4889,2
370,2614,2612,0.8177425861358643,83,2
371,2616,678,0.8242665529251099,478,4
372,1401,2618,0.7285360097885132,7719,5
373,2623,2622,0.8463831543922424,5,3
374,2627,708,0.7819391489028931,100,3
375,2380,2630,0.8173651695251465,319,3
376,261,2272,0.7214190363883972,3301,2
377,2110,2636,0.7980583906173706,182,6
378,2640,608,0.6721415519714355,7607,2
379,2644,2449,0.914649248123169,1,3
380,709,2645,0.7061201333999634,3116,2
381,1888,1991,0.9136395454406738,8,5
382,2653,1201,0.8229125738143921,660,5
383,2655,1458,0.86305832862854,76,3
384,2657,1070,0.7956550121307373,605,3
385,2181,2659,0.7118113040924072,5807,5
386,2664,1003,0.653905987739563,10162,5
387,2668,2667,0.7731717824935913,2750,2
388,2675,2672,0.9103559255599976,14,8
389,2681,2678,0.8871804475784302,49,5
390,57,383,0.8690928816795349,206,5
391,1329,1047,0.8947460055351257,3,2
392,2690,489,0.7733654975891113,3984,2
393,2695,2693,0.7110189199447632,448,2
394,158,752,0.8307102918624878,32,8
395,53,2713,0.7703148126602173,1236,8
396,2720,1479,0.9440983533859253,1,2
397,2724,1572,0.7359118461608887,6909,8
398,2728,83,0.8200833201408386,1294,2
399,2732,2731,0.7265212535858154,814,2
400,2735,2,0.7645671963691711,496,3
401,622,2736,0.758263349533081,2238,2
402,2149,2740,0.7651269435882568,291,3
403,2754,2753,0.9132077097892761,1,8
404,917,2756,0.7561649084091187,2025,4
405,2762,2761,0.7947337031364441,657,2
406,2771,2767,0.8086501359939575,1073,8
407,2777,2776,0.8859034180641174,9,6
408,2786,2783,0.7549245357513428,4994,8
409,2803,2802,0.7609869837760925,451,8
410,2807,862,0.9096020460128784,20,4
411,1029,2268,0.8575798273086548,14,3
412,2816,450,0.8333829045295715,274,6
413,2664,2489,0.6691828966140747,8897,5
414,2823,2100,0.7766784429550171,267,2
415,2834,2832,0.7756538987159729,1136,8
416,734,1526,0.9253900051116943,13,2
417,2838,1835,0.7738891243934631,2817,2
418,2842,1180,0.8031777143478394,115,2
419,528,2844,0.8052829504013062,275,3
420,122,497,0.8526192307472229,175,5
421,2853,2849,0.8814289569854736,181,5
422,118,1129,0.807293713092804,252,8
423,2866,2416,0.788572371006012,1336,3
424,2870,2869,0.7745688557624817,77,4
425,2878,2877,0.8460664749145508,457,8
426,2352,1385,0.8445681929588318,38,3
427,470,2883,0.8751388192176819,18,3
428,336,2886,0.664691686630249,8713,2
429,2896,2894,0.8820642232894897,3,8
430,2899,300,0.8748490214347839,27,3
431,1226,834,0.9225597381591797,13,2
432,2906,1912,0.7688143253326416,3857,3
433,677,2910,0.7776720523834229,2483,4
434,134,126,0.9487614631652832,1,2
435,2915,2388,0.7266992330551147,6226,3
436,2440,2917,0.6835960149765015,5234,2
437,1748,606,0.9061453938484192,3,2
438,2028,2923,0.9190051555633545,7,2
439,2928,2926,0.7401577234268188,1796,3
440,2935,2931,0.8111892342567444,1667,6
441,2380,2941,0.8576737642288208,146,8
442,2944,2943,0.9360754489898682,5,2
443,2612,2962,0.912455677986145,17,8
444,1211,2964,0.7252018451690674,2301,2
445,238,2968,0.7030338644981384,6497,2
446,2972,2971,0.8567229509353638,24,4
447,2974,901,0.7026773691177368,4962,2
448,2979,2978,0.8718129396438599,24,3
449,1359,2981,0.7069134712219238,7031,3
450,2984,2800,0.7959767580032349,115,5
451,1030,2987,0.6850371360778809,7663,3
452,2994,2991,0.7659326791763306,4601,5
453,3002,328,0.8190711736679077,1436,8
454,3009,3006,0.7114518880844116,8899,8
455,1906,3013,0.8515628576278687,5,8
456,3023,2208,0.8693041801452637,64,6
457,3028,3027,0.9431512951850891,1,6
458,3032,3031,0.7576979994773865,4362,2
459,3038,3035,0.9364026784896851,12,4
460,3042,2429,0.8768118619918823,42,2
461,135,1313,0.7030421495437622,2614,8
462,3052,2174,0.760672926902771,2394,2
463,3073,2724,0.7325488328933716,848,8
464,3077,2046,0.7256439328193665,6815,3
465,1840,3079,0.7840009927749634,2046,2
466,3083,2109,0.8628174066543579,171,3
467,2922,3085,0.8060115575790405,1269,3
468,3091,3088,0.7831987142562866,609,6
469,1888,1738,0.8317716121673584,198,3
470,2268,3098,0.7532358169555664,3952,3
471,3104,3102,0.7472957372665405,1691,2
472,455,429,0.8471986055374146,388,2
473,3111,610,0.7684003710746765,1026,8
474,1645,3115,0.7950620651245117,2194,8
475,3120,3119,0.6743913292884827,10754,3
476,3124,1201,0.7904534339904785,1921,4
477,1573,2815,0.7645314931869507,4105,3
478,3132,396,0.9085606336593628,55,3
479,3138,112,0.7161980867385864,2324,8
480,691,155,0.9029637575149536,15,2
481,2980,2488,0.7725024223327637,485,3
482,3146,3145,0.7586796283721924,1066,5
483,3156,1094,0.7728372812271118,484,8
484,667,3183,0.950676441192627,1,8
485,3188,334,0.8013036847114563,911,5
486,3193,1912,0.9079644680023193,71,6
487,525,3196,0.8141372203826904,71,8
488,3202,3201,0.7917357683181763,1541,3
489,3205,3204,0.798582136631012,289,2
490,3211,3208,0.7583409547805786,4645,8
491,3217,3215,0.8410118222236633,635,4
492,3224,3223,0.9210218191146851,4,5
493,2724,2052,0.7171535491943359,6240,3
494,2068,3231,0.8771365880966187,110,2
495,3236,3234,0.7586225271224976,4708,2
496,2504,3241,0.8529914617538452,72,7
497,2176,648,0.8505859375,102,2
498,177,576,0.9541229009628296,5,2
499,3247,678,0.867091178894043,92,4
500,88,3250,0.6640772223472595,9022,2
501,3252,834,0.8291677832603455,1109,4
502,3255,42,0.7511462569236755,605,2
503,1442,3258,0.9782298803329468,1,2
504,1241,3260,0.7761170864105225,2399,5
505,3262,2211,0.7427948117256165,1267,2
506,253,3264,0.8528099060058594,77,2
507,1142,2561,0.7776156663894653,1762,8
508,3278,1960,0.7822954654693604,264,6
509,3282,635,0.7979499101638794,857,3
510,3292,3288,0.7447827458381653,4522,8
511,3076,985,0.8473255634307861,10,2
512,3298,2894,0.7552410960197449,2059,3
513,1213,829,0.7569335699081421,2084,2
514,3307,3306,0.8827967643737793,23,4
515,2364,3124,0.7865283489227295,480,5
516,3314,291,0.8089283108711243,1638,2
517,3321,3320,0.8010730743408203,1167,7
518,1860,446,0.8126779794692993,378,2
519,3327,3324,0.7623264193534851,999,3
520,612,1051,0.7371730208396912,3663,6
521,3340,1710,0.7569299340248108,877,8
522,1702,630,0.7893443703651428,541,5
523,856,1375,0.7958372831344604,862,2
524,3347,1356,0.780213475227356,444,3
525,3352,3349,0.8916261792182922,17,3
526,3357,3355,0.8212343454360962,177,4
527,3359,1648,0.9368237257003784,7,4
528,2222,3362,0.9195739030838013,12,8
529,97,3366,0.739154040813446,586,4
530,3075,3369,0.9143078923225403,5,3
531,117,3374,0.8638228178024292,150,5
532,3378,191,0.8559715747833252,472,5
533,3381,145,0.8237204551696777,1173,2
534,3384,2174,0.8010168075561523,574,3
535,2725,3388,0.7682199478149414,2245,3
536,3395,3394,0.949931263923645,1,8
537,875,3398,0.8759113550186157,88,3
538,3403,356,0.7466476559638977,228,4
539,3405,3371,0.9120059013366699,2,2
540,57,51,0.9160046577453613,10,2
541,3410,628,0.7854132056236267,517,5
542,3416,1129,0.7279403209686279,5505,8
543,3420,2243,0.779781699180603,1727,2
544,1673,1674,0.9161124229431152,6,6
545,293,3425,0.9167513251304626,3,2
546,1073,1477,0.8947828412055969,13,3
547,1894,2657,0.7361994385719299,1741,3
548,3433,576,0.7542515993118286,240,4
549,3448,3444,0.7676443457603455,4371,8
550,2182,3451,0.7760474681854248,142,2
551,3454,791,0.8384528160095215,129,4
552,3459,3457,0.801645040512085,203,3
553,3462,2934,0.8634192943572998,41,2
554,3471,3193,0.8617446422576904,367,8
555,3280,3472,0.8526543974876404,73,3
556,1045,489,0.8658425807952881,102,2
557,2224,3477,0.8779196739196777,51,2
558,3482,23,0.7537412643432617,1414,6
559,3010,3487,0.8985406160354614,1,8
560,3494,3492,0.849177360534668,80,4
561,2364,3500,0.9144994616508484,2,8
562,1523,2080,0.7812859416007996,3360,2
563,532,3504,0.7969988584518433,392,3
564,3508,806,0.8280820846557617,81,2
565,3510,396,0.7832093834877014,2817,2
566,3515,3512,0.7546424865722656,1975,3
567,3518,3408,0.836566686630249,239,2
568,897,3529,0.7955101728439331,320,8
569,3534,3532,0.7404080629348755,5228,2
570,1852,1842,0.921169638633728,5,8
571,3543,678,0.8184895515441895,555,8
572,1923,636,0.7659531831741333,1762,3
573,3548,1811,0.6761143207550049,8742,3
574,3553,3552,0.8429112434387207,56,3
575,778,2316,0.7505300045013428,1715,8
576,2388,1577,0.8461939692497253,359,4
577,3576,3574,0.870483934879303,100,8
578,185,1333,0.7336000204086304,2808,2
579,3579,3185,0.8666012287139893,176,2
580,3583,2108,0.7340337038040161,354,5
581,1278,2426,0.6866836547851562,7577,3
582,3588,3587,0.8434649705886841,39,2
583,2416,3590,0.9259411096572876,6,2
584,3613,3607,0.8259685635566711,36,8
585,1418,2166,0.7767804861068726,728,3
586,3618,3617,0.7466893196105957,4087,2
587,381,2905,0.7464991807937622,2722,2
588,3626,3622,0.7404059171676636,5161,5
589,3630,88,0.7612797021865845,659,2
590,3640,2746,0.9142819046974182,9,8
591,3644,47,0.731559693813324,5732,2
592,3646,420,0.7130284309387207,8136,2
593,596,852,0.7962576746940613,771,2
594,56,3651,0.8456805348396301,178,2
595,1250,3386,0.8075425624847412,1786,3
596,3658,2372,0.8046309351921082,1291,6
597,3661,3659,0.7095671892166138,4501,4
598,3667,3664,0.7738561034202576,3107,6
599,2511,3670,0.875002920627594,90,2
600,3677,3674,0.7710154056549072,282,8
601,3681,3680,0.8600871562957764,47,2
602,529,3685,0.7595640420913696,846,8
603,3696,3692,0.7698626518249512,165,8
604,2211,3699,0.7820264101028442,665,4
605,842,1912,0.8190399408340454,956,2
606,3363,910,0.8178232908248901,79,3
607,3705,2655,0.641751766204834,10928,2
608,182,2075,0.7107564210891724,3926,3
609,1324,1318,0.8835960626602173,9,2
610,3712,2848,0.7723613977432251,3303,8
611,3715,1174,0.8692131042480469,262,2
612,3718,118,0.7940853238105774,762,3
613,3722,3719,0.7677124738693237,2669,4
614,3377,1706,0.7072596549987793,4141,2
615,720,2195,0.8016950488090515,1228,8
616,3736,3734,0.8388267755508423,28,2
617,649,191,0.8530064225196838,512,2
618,71,3742,0.8036307096481323,702,7
619,3670,1992,0.8802835941314697,127,8
620,3757,3756,0.7416896820068359,3573,2
621,3760,2088,0.8472684621810913,502,3
622,2834,674,0.6766369342803955,9402,3
623,1154,2473,0.9523646235466003,1,3
624,3770,3769,0.9349983930587769,7,8
625,1202,3773,0.7102352380752563,4146,2
626,3446,1185,0.7484781742095947,1310,2
627,3780,3777,0.8981540203094482,74,5
628,2379,381,0.8161060810089111,185,2
629,3784,3734,0.7513738870620728,963,2
630,2832,658,0.8119540214538574,641,5
631,1343,3793,0.8102576732635498,994,3
632,3794,1380,0.9004728198051453,18,5
633,3062,489,0.7891792058944702,2762,6
634,3586,3803,0.7996188402175903,692,4
635,838,3805,0.8480949401855469,209,8
636,2847,3812,0.8086853623390198,765,4
637,695,532,0.8258878588676453,34,3
638,3822,1645,0.7809860706329346,1236,5
639,3828,3719,0.8201908469200134,108,6
640,3515,3831,0.9311171174049377,5,2
641,13,2100,0.7889360189437866,173,8
642,1020,1019,0.9421406984329224,2,2
643,1208,299,0.784094512462616,2387,4
644,706,276,0.8463164567947388,666,3
645,2835,3180,0.802909255027771,213,8
646,3851,1051,0.702074408531189,7285,3
647,3854,3552,0.7351237535476685,4244,3
648,2457,2830,0.6932061314582825,8668,2
649,1274,3864,0.7974202036857605,470,8
650,3872,773,0.8370110392570496,288,8
651,2592,3875,0.8286958932876587,240,2
652,3880,3878,0.7095272541046143,4230,2
653,1726,1211,0.8461112380027771,67,2
654,3885,3884,0.828137993812561,83,2
655,3888,2240,0.7768716216087341,1266,3
656,798,3893,0.7375528812408447,6174,4
657,3899,3897,0.8583765029907227,47,6
658,3904,3903,0.8744717836380005,20,2
659,2119,3859,0.8623443841934204,38,4
660,1385,3912,0.778515100479126,2047,8
661,3916,3915,0.7630712985992432,4051,2
662,3452,3919,0.9035339951515198,8,3
663,3922,3921,0.7438055276870728,3469,2
664,3927,1852,0.9069583415985107,51,5
665,2155,3368,0.7826316356658936,172,2
666,2763,2025,0.7980120778083801,308,6
667,3939,3937,0.7345529794692993,1755,2
668,3942,1043,0.7446719408035278,2702,2
669,2488,3944,0.769033670425415,4652,3
670,3947,1543,0.7476730346679688,3603,3
671,1702,3948,0.6933048963546753,7781,7
672,3952,2126,0.7193025350570679,3394,2
673,3146,3953,0.8358618021011353,70,4
