user_id,target_item_id,most_similar_history_item,similarity_to_target,rank,history_length
151,1191,1183,0.6275324821472168,10098,5
152,1198,1194,0.7816002368927002,175,6
153,1212,1205,0.8074858784675598,112,8
154,1224,1223,0.7390992641448975,1413,8
155,1229,1227,0.8424761295318604,14,3
156,1226,1231,0.7065520882606506,1441,2
157,1235,1226,0.7714327573776245,41,2
158,1240,1226,0.6795874238014221,1531,4
159,1251,1248,0.7196406126022339,808,8
160,1255,454,0.6277707815170288,5815,3
161,1259,1258,0.7117729783058167,1679,3
162,1255,509,0.6738934516906738,1805,3
163,441,950,0.6817983388900757,2801,2
164,1270,1269,0.7989481687545776,1269,7
165,1280,1279,0.7469868659973145,233,8
166,1297,1242,0.6378248333930969,9303,8
167,1246,1299,0.925041675567627,6,3
168,1311,1304,0.8515207767486572,25,8
169,1262,1316,0.7833181619644165,215,4
170,1371,1282,0.684977650642395,1080,8
171,1317,1282,0.8167279958724976,33,5
172,1424,1422,0.8939244151115417,2,8
173,1438,1434,0.6472547650337219,8302,8
174,1317,1282,0.8167279958724976,33,8
175,1486,1484,0.6859748363494873,6203,8
176,1491,1490,0.9310104846954346,1,4
177,1518,1517,0.8479508757591248,11,8
178,1311,1527,0.7424159049987793,559,8
179,1546,1329,0.7813060283660889,183,8
180,1554,1552,0.8364442586898804,35,8
181,1558,1557,0.7375384569168091,1980,5
182,1564,1562,0.7042874097824097,4609,4
183,1252,1566,0.6248915195465088,13360,3
184,1282,1053,0.6251589059829712,6945,3
185,1224,1642,0.7436584234237671,966,8
186,1649,1647,0.6899715065956116,6213,3
187,538,1615,0.9887564182281494,1,8
188,1661,1659,0.7838519215583801,109,2
189,1681,1677,0.7033969163894653,3847,8
190,1709,1706,0.8383118510246277,108,8
191,1713,1647,0.7122790813446045,3958,4
192,1110,1716,0.7615649700164795,918,3
193,1725,1722,0.7464032173156738,1477,6
194,1017,1728,0.7642180919647217,295,4
195,1711,1647,0.9359488487243652,7,2
196,574,1747,0.7142048478126526,2478,8
197,1765,1761,0.7923833131790161,711,8
198,1776,1775,0.860816478729248,77,8
199,1647,432,0.8900238275527954,31,3
200,1784,1783,0.6756365299224854,3611,4
201,1793,1781,0.7858849167823792,157,8
202,1586,1798,0.7727853655815125,230,6
203,1809,1802,0.737036943435669,3507,8
204,1814,1812,0.6442676782608032,7665,4
205,1820,1816,0.8058855533599854,14,6
206,1831,1830,0.7288360595703125,1556,8
207,1845,1844,0.752169132232666,52,8
208,236,1827,0.6726963520050049,2521,2
209,1852,1851,0.732254683971405,2125,2
210,1827,1856,0.7503079175949097,137,4
211,1874,1867,0.798196017742157,143,8
212,1885,1884,0.7417441606521606,1266,8
213,1898,1893,0.6791563034057617,5649,8
214,925,165,0.7373020648956299,1724,8
215,1912,1909,0.6729943752288818,487,5
216,1924,1923,0.8700090646743774,20,8
217,1296,1240,0.8442682027816772,25,6
218,1935,1931,0.7490613460540771,1763,6
219,1937,432,0.7033456563949585,3154,2
220,1942,1909,0.6463170647621155,1054,4
221,1945,1710,0.6472508907318115,11413,2
222,1956,1954,0.7632626891136169,1991,8
223,1281,1305,0.8063942193984985,59,3
224,1967,1961,0.7877922058105469,113,8
225,1971,1969,0.830621063709259,109,3
226,1236,1215,0.7537621259689331,133,2
227,1978,1975,0.7692229151725769,39,3
228,1980,1979,0.7759765982627869,125,4
229,2015,2010,0.8837428092956543,19,8
230,2028,2025,0.620561957359314,14222,8
231,2032,2031,0.8005399703979492,38,6
232,2039,2037,0.8040382862091064,949,5
233,2042,2035,0.7801299691200256,425,2
234,2046,1055,0.8204385042190552,246,4
235,2050,523,0.7568539381027222,409,5
236,35,2052,0.7993500232696533,237,2
237,2056,2055,0.7969569563865662,377,2
238,2062,2061,0.8012584447860718,328,4
239,1546,2064,0.8611894845962524,6,3
240,2054,2066,0.744663655757904,2680,3
241,2072,2071,0.8235336542129517,119,4
242,2082,2079,0.7416418790817261,3724,8
243,315,2092,0.7170276641845703,2894,8
244,2054,2098,0.636795699596405,9100,3
245,820,2100,0.7261964082717896,4540,3
246,2106,2054,0.7793047428131104,442,4
247,2121,2114,0.6918619871139526,2565,8
248,2139,1211,0.787092924118042,853,8
249,2146,2144,0.7434508800506592,1484,6
250,2152,2151,0.841796875,10,4
251,1778,1685,0.8829957842826843,12,8
252,2175,853,0.7883461117744446,1382,8
253,2069,2178,0.7721571922302246,286,5
254,2186,2183,0.708967924118042,6066,6
255,2229,2228,0.855476438999176,77,8
256,900,1702,0.8376686573028564,36,8
257,2237,948,0.7524000406265259,2336,3
258,1439,1149,0.7603716850280762,1337,8
259,2249,1054,0.639442503452301,10697,6
260,2264,2260,0.8109707832336426,105,8
261,2271,2266,0.8317131400108337,101,8
262,1139,2279,0.7729089260101318,817,8
263,1054,2287,0.7759836912155151,1043,8
264,2306,2304,0.7980301380157471,819,8
265,2322,403,0.9035529494285583,8,8
266,2327,1054,0.7068427205085754,4921,5
267,2334,2330,0.7772219181060791,1760,7
268,2337,1054,0.7494159936904907,1318,2
269,2341,2339,0.619527280330658,12862,3
270,2352,1063,0.6619689464569092,12146,8
271,2364,2363,0.7612531185150146,1480,8
272,1411,2376,0.7939703464508057,153,8
273,2391,2386,0.7933250665664673,1615,8
274,2395,2393,0.8580379486083984,16,3
275,2397,403,0.722996711730957,1030,2
276,2401,1054,0.7441669702529907,1693,2
277,2405,94,0.7813401222229004,2013,4
278,2410,2055,0.7670979499816895,1283,5
279,2479,2478,0.6758183240890503,6525,8
280,820,1932,0.7457167506217957,2126,4
281,2484,230,0.7292559146881104,2076,4
282,595,935,0.7246934175491333,539,8
283,1054,1652,0.7772705554962158,1734,2
284,534,2495,0.7202112674713135,959,8
285,2496,253,0.7003639936447144,2674,2
286,836,1054,0.7721884250640869,397,6
287,2129,657,0.7522032260894775,2068,5
288,2532,2527,0.7924812436103821,1805,8
289,2537,2534,0.6526854038238525,5975,6
290,2557,551,0.6343685388565063,10483,8
291,2562,1054,0.8512603640556335,15,5
292,820,2568,0.7018479108810425,7552,6
293,2100,2569,0.8379030227661133,96,4
294,2573,2570,0.9632059931755066,2,7
295,2576,1797,0.7171922922134399,2633,2
296,2588,2586,0.8865004181861877,35,8
297,2113,967,0.6989853382110596,7380,7
298,1050,707,0.823167085647583,88,6
299,2601,1054,0.6351636648178101,11117,2
300,2605,1054,0.8119556307792664,76,4
301,2238,1054,0.7341954708099365,2419,3
302,2612,2610,0.6607292890548706,3986,4
303,2617,2616,0.7745327949523926,1087,5
304,2628,2623,0.8106057643890381,198,8
305,2634,2633,0.8039323091506958,465,6
306,314,1054,0.7895338535308838,170,2
307,2640,2639,0.6728090643882751,8143,2
308,2646,2645,0.820576012134552,181,8
309,2650,2649,0.760132908821106,1673,2
310,94,2100,0.8160455822944641,347,8
311,45,2334,0.744613766670227,2435,8
312,1773,2697,0.6445167064666748,7887,2
313,130,1115,0.8320025205612183,328,5
314,23,1054,0.7345371246337891,2389,4
315,2317,97,0.7690037488937378,1473,8
316,1932,2725,0.8071521520614624,603,8
317,2138,2732,0.6750993132591248,9794,3
318,1525,1054,0.6272497177124023,11904,2
319,2743,2736,0.8401265144348145,233,8
320,1054,106,0.7526545524597168,2868,2
321,2749,2568,0.7231855988502502,5897,3
322,2753,2750,0.7113159894943237,3393,3
323,2138,2755,0.690101683139801,6849,3
324,2784,2780,0.8445790410041809,117,8
325,2789,2787,0.6826691627502441,455,3
326,899,1932,0.860852062702179,76,8
327,2812,2808,0.6594010591506958,5645,8
328,2190,1778,0.8456381559371948,113,8
329,1054,948,0.7458486557006836,2771,3
330,2833,234,0.5663260221481323,17433,8
331,2837,2836,0.8594421744346619,16,2
332,2840,1168,0.7553344964981079,2412,3
333,20,2845,0.8637039661407471,45,8
334,2850,1054,0.7031497955322266,5230,3
335,2869,2865,0.8284572958946228,120,8
336,1029,2888,0.7200907468795776,4410,8
337,2893,2892,0.7394337058067322,1393,2
338,2903,1693,0.7754722237586975,1168,8
339,1054,1120,0.7155771851539612,4601,2
340,138,2912,0.8455174565315247,22,8
341,2915,1030,0.7737661600112915,1633,2
342,2340,1054,0.7536818385124207,1065,2
343,1054,2920,0.7259165048599243,3212,2
344,2951,2950,0.7024641633033752,3051,8
345,2063,1054,0.7356587648391724,2318,2
346,2961,2956,0.7222182750701904,4781,8
347,2156,1054,0.8007486462593079,106,2
348,2974,2973,0.8886106014251709,12,8
349,2976,946,0.8335117101669312,94,3
350,2993,2130,0.823624849319458,37,8
351,1054,1044,0.7750411033630371,1380,6
352,820,2794,0.7283097505569458,2963,2
353,1054,925,0.6923351287841797,4645,2
354,1054,3003,0.7787569165229797,2038,5
355,3009,1054,0.6482820510864258,9899,3
356,2751,730,0.7804681062698364,1634,8
357,1045,3015,0.7169056534767151,5526,4
358,3020,3019,0.5818471908569336,13089,2
359,3023,3022,0.9136234521865845,4,3
360,3026,1785,0.7666383981704712,269,2
361,691,3031,0.7224432229995728,4169,6
362,3037,1054,0.7574568390846252,886,7
363,3043,2238,0.8133617639541626,260,8
364,3070,774,0.7737688422203064,1852,8
365,3083,733,0.8595144748687744,22,8
366,3086,1054,0.7505106329917908,1247,3
367,463,392,0.7732285261154175,242,3
368,1054,3093,0.6720978021621704,2482,2
369,3096,3095,0.8372447490692139,79,3
370,153,1054,0.7962353229522705,118,8
371,3120,3117,0.7963192462921143,407,8
372,3135,3129,0.8270365595817566,55,8
373,3142,3141,0.7699912786483765,307,5
374,619,3145,0.7584641575813293,916,5
375,3148,3138,0.671560525894165,4092,2
376,455,2004,0.7779889106750488,309,8
377,3165,3138,0.8597507476806641,3,4
378,3169,3168,0.8884980082511902,21,4
379,3176,3172,0.6128696203231812,15186,4
380,3180,3166,0.857691764831543,14,7
381,3187,3184,0.7328854203224182,3782,6
382,1946,3192,0.8232213258743286,3,8
383,3197,3172,0.6443102359771729,8518,4
384,3172,1454,0.8336138725280762,56,4
385,3035,3172,0.6704056262969971,3556,4
386,3207,3172,0.8236208558082581,48,4
387,3211,3179,0.83659428358078,5,6
388,3218,3215,0.6820606589317322,656,8
389,1293,2065,0.5923937559127808,6555,2
390,1375,432,0.6345144510269165,13392,6
391,3245,3242,0.700555682182312,3413,8
392,2713,3248,0.6184864044189453,15178,3
393,3256,3254,0.7544917464256287,177,7
394,3263,3262,0.8142629265785217,25,5
395,3269,3266,0.764350414276123,2701,6
396,3282,3279,0.6685507893562317,7909,8
397,467,3284,0.7471708059310913,1216,2
398,3310,3308,0.7830624580383301,103,8
399,3313,3312,0.732473611831665,4190,2
400,409,2508,0.6815662980079651,4133,3
401,1932,130,0.693848192691803,6872,5
402,3325,1560,0.8257570266723633,108,8
403,2204,1398,0.766494631767273,1624,4
404,3332,2100,0.8461459875106812,118,8
405,1926,3331,0.757737398147583,52,2
406,3331,3173,0.7291433811187744,279,2
407,3343,3341,0.6360143423080444,7567,8
408,594,2509,0.7542871832847595,562,2
409,3370,3365,0.687602698802948,3162,8
410,3376,3374,0.7353072166442871,72,4
411,3373,3379,0.5879254937171936,16887,3
412,3386,399,0.869063138961792,1,7
413,3389,3388,0.7094948291778564,1645,6
414,3396,3395,0.8377825021743774,48,8
415,3398,3373,0.7731102108955383,28,4
416,3399,3373,0.6174259185791016,3155,2
417,3405,3403,0.7341694235801697,942,4
418,3417,3416,0.6544229984283447,11188,8
419,3420,3224,0.6804267764091492,1801,2
420,3423,3422,0.8485249876976013,90,4
421,3431,3427,0.7862503528594971,1479,8
422,3483,3481,0.8456910252571106,44,8
423,2036,2360,0.8880064487457275,19,8
424,3536,1991,0.8222647905349731,335,2
425,1308,3538,0.6868614554405212,3214,5
426,3540,3414,0.8002839088439941,464,2
427,3056,3554,0.8028469681739807,373,8
428,3557,3379,0.9315672516822815,3,3
429,3428,3448,0.806377649307251,403,2
430,3563,3560,0.7922796607017517,699,4
431,2087,1391,0.8485865592956543,125,8
432,3577,873,0.8722240924835205,50,8
433,3581,3580,0.8582531213760376,50,3
434,3588,3584,0.7577905058860779,517,6
435,3565,3592,0.9284956455230713,4,6
436,3565,3577,0.7826232314109802,1193,3
437,29,674,0.6521444320678711,10537,4
438,1320,3601,0.7728099822998047,358,3
439,3605,3604,0.7779065370559692,1308,5
440,1265,3621,0.8556138873100281,89,8
441,3572,3615,0.869053840637207,72,3
442,3634,1013,0.6721150875091553,2767,8
443,3638,3615,0.8744372129440308,62,3
444,2950,934,0.7290788888931274,560,8
445,72,3615,0.6846669912338257,7342,2
446,3659,3653,0.8813674449920654,8,8
447,1050,3661,0.7372509837150574,4793,6
448,3665,1866,0.7655704021453857,428,3
449,3668,965,0.8340832591056824,204,2
450,3615,1756,0.8743855953216553,14,8
451,3689,3684,0.7556531429290771,868,8
452,899,3693,0.7216527462005615,3762,8
453,3699,3698,0.7277818918228149,3836,3
454,3706,3704,0.7243557572364807,1628,6
455,3716,3712,0.8120160102844238,78,8
456,3723,3721,0.804384708404541,647,8
457,3729,3695,0.7869806289672852,1083,6
458,520,392,0.8572578430175781,11,4
459,3695,3733,0.8815943002700806,35,8
460,3737,3736,0.8056631684303284,12,3
461,3743,3742,0.8148446679115295,118,5
462,3748,3747,0.7195495963096619,3288,2
463,3753,1071,0.8249364495277405,114,4
464,3759,3758,0.732487678527832,958,7
465,3761,731,0.6727597713470459,3120,2
466,1629,464,0.711949348449707,3301,3
467,3766,3765,0.7695556282997131,41,3
468,3516,3784,0.8225346803665161,387,8
469,3750,2362,0.7317437529563904,1880,8
470,412,3802,0.6903605461120605,2235,8
471,3823,3822,0.767149806022644,1477,8
472,1229,3831,0.6697713136672974,9168,8
473,3836,3700,0.7723743915557861,1116,8
474,3862,3858,0.6974766254425049,4233,8
475,46,2778,0.7282216548919678,3389,5
476,2029,3067,0.6530731916427612,7234,6
477,3907,3902,0.7393410801887512,1712,8
478,3918,3913,0.8009060621261597,150,8
479,2356,3267,0.8118026852607727,30,8
480,3922,2192,0.8100072145462036,521,2
481,3939,705,0.7253404855728149,1827,8
482,3942,3941,0.6765309572219849,2204,2
483,3946,3945,0.823630154132843,521,3
484,3931,3981,0.6770973801612854,3054,8
485,3578,2217,0.8786407709121704,50,8
486,4011,3032,0.6899465322494507,4376,3
487,4014,4013,0.762397050857544,57,4
488,4016,2356,0.6608730554580688,5484,3
489,4020,4019,0.8534069061279297,61,4
490,4024,4023,0.8670600652694702,3,4
491,518,554,0.612747848033905,13314,8
492,4039,4037,0.7217850685119629,1138,8
493,4050,4045,0.9567164182662964,1,8
494,4057,4053,0.6611419916152954,9723,7
495,3770,3726,0.6179294586181641,6803,2
496,4076,4073,0.8240036368370056,758,8
497,4086,1404,0.7204025983810425,1533,8
498,636,1161,0.72977614402771,3561,4
499,3770,2556,0.7098031044006348,7925,3
500,4094,2362,0.7151618003845215,2318,5
501,2361,3906,0.634596586227417,11457,3
502,4132,151,0.7933802604675293,487,8
503,135,4135,0.637312650680542,8665,3
504,4071,4139,0.8085273504257202,712,6
505,4150,4149,0.8295150399208069,55,8
506,2381,2086,0.7789680361747742,1674,8
507,4159,3444,0.7220128774642944,4463,3
508,756,4162,0.9874162673950195,1,3
509,4170,302,0.7292976975440979,3026,8
510,588,3770,0.6461648344993591,8600,2
511,3770,4174,0.7238242030143738,2131,2
512,4176,2,0.7337691187858582,2856,2
513,3928,1397,0.703251838684082,2533,2
514,4182,3770,0.7525960803031921,559,3
515,2828,3516,0.8475522994995117,103,8
516,97,4188,0.7819317579269409,1114,4
517,2858,2726,0.7614045739173889,1666,5
518,468,4195,0.7230108380317688,1963,8
519,2107,3770,0.63908851146698,9824,5
520,1760,1756,0.8323023319244385,171,5
521,4207,3770,0.6771392822265625,4326,4
522,4008,3770,0.8354429602622986,14,2
523,3707,4211,0.8644164800643921,11,2
524,4215,1964,0.8140263557434082,41,6
525,4223,2646,0.621078610420227,12037,8
526,2334,3770,0.6833397150039673,3741,2
527,1388,3616,0.7039104700088501,5218,4
528,4232,432,0.8021011352539062,608,8
529,604,4254,0.8089616894721985,123,8
530,4258,4257,0.7572392225265503,1738,5
531,2566,996,0.7076078653335571,1511,5
532,1984,3770,0.6624495983123779,6092,2
533,4262,1022,0.6044040322303772,9314,2
534,4267,4262,0.8111156821250916,8,4
535,3516,4269,0.8952003717422485,20,5
536,4262,4270,0.5876935720443726,13827,2
537,1882,4274,0.8903307914733887,2,4
538,2614,4277,0.7174807190895081,3987,3
539,2689,4280,0.7915781736373901,471,7
540,4283,4095,0.8673102259635925,74,7
541,4288,4175,0.6849626302719116,8432,3
542,4293,4292,0.7028201818466187,1237,4
543,3342,4295,0.6644942760467529,3015,2
544,4298,4294,0.6961067914962769,503,2
545,614,4309,0.7372062802314758,1168,8
546,4313,4294,0.6617243885993958,2718,2
547,856,4294,0.7508774995803833,35,2
548,4321,4319,0.8894376754760742,16,4
549,198,4323,0.6946685314178467,527,6
550,4327,4326,0.9100927114486694,4,2
551,4329,3756,0.6436640024185181,10600,2
552,4068,1025,0.8313789963722229,138,4
553,4334,4333,0.5944441556930542,18003,2
554,1013,4343,0.8611828088760376,26,8
555,940,4347,0.757442831993103,1386,8
556,1363,4361,0.8183128833770752,66,8
557,2138,4364,0.7160063982009888,5375,8
558,3826,2415,0.8206637501716614,102,4
559,492,2907,0.6400189995765686,9964,3
560,1546,4376,0.7530292868614197,194,8
561,4297,4382,0.8329426646232605,26,5
562,1656,1122,0.9508291482925415,1,8
563,492,4392,0.7028790712356567,3550,3
564,4398,4393,0.7129672765731812,3529,8
565,4404,4401,0.7009447813034058,4333,5
566,713,2447,0.7007404565811157,7049,2
567,4405,526,0.8266102075576782,20,2
568,2578,359,0.7306197881698608,479,4
569,4409,513,0.6148313283920288,11763,2
570,2717,1700,0.6667134165763855,7033,5
571,492,4414,0.6096513271331787,10255,2
572,4568,4567,0.8182241320610046,122,8
573,4570,492,0.9393923282623291,3,2
574,492,4578,0.7413626909255981,1951,8
575,4581,829,0.783547043800354,180,2
576,492,2362,0.7900012135505676,955,8
577,282,1239,0.6421859264373779,2892,4
578,4588,1461,0.8304611444473267,66,7
579,4590,492,0.6332637071609497,12362,3
580,3044,492,0.8163585662841797,386,6
581,3392,500,0.9064592123031616,28,3
582,487,4596,0.6628515720367432,3404,4
583,4601,441,0.7989037036895752,345,7
584,3222,492,0.8620772361755371,82,4
585,4605,492,0.6955757141113281,4134,2
586,4608,492,0.649131178855896,9985,2
587,1369,4634,0.7797571420669556,121,8
588,2922,4640,0.6737748980522156,8099,8
589,4651,4648,0.6265773773193359,13044,8
590,649,1706,0.6754990816116333,7742,8
591,4665,4662,0.8359133005142212,109,8
592,4668,178,0.8469576835632324,18,2
593,551,492,0.7866390347480774,1076,8
594,4709,4708,0.7707717418670654,77,2
595,4721,492,0.6525442600250244,9492,8
596,3795,702,0.6796095371246338,5223,5
597,42,179,0.7927964925765991,1830,8
598,607,1862,0.7942488193511963,135,8
599,492,120,0.7118666768074036,5121,3
600,206,4310,0.7181305289268494,1590,3
601,2562,676,0.7338019609451294,3116,8
602,4749,403,0.8234739899635315,70,8
603,2323,4578,0.6936731338500977,9008,8
604,1494,3149,0.6375727653503418,6639,2
605,4764,492,0.7154960036277771,2756,8
606,4769,4768,0.7695612907409668,101,4
607,4524,492,0.6344963312149048,12190,2
608,492,4774,0.8180593252182007,456,4
609,4783,4781,0.8006695508956909,276,8
610,4421,492,0.6322733759880066,12526,2
611,4785,1254,0.6417766809463501,5148,2
612,4798,4794,0.772590160369873,233,8
613,3994,4801,0.8188583850860596,88,3
614,57,4804,0.7955384254455566,316,6
615,4809,4807,0.9249333739280701,5,2
616,500,4328,0.9506350755691528,2,8
617,4819,4818,0.7858222723007202,1397,4
618,1262,1253,0.6967535018920898,1252,8
619,2403,4828,0.7678449153900146,226,8
620,2285,4830,0.6707597970962524,3349,2
621,2228,2343,0.7708927392959595,1338,8
622,1262,4855,0.7639318704605103,402,8
623,4888,4883,0.707723081111908,2137,8
624,4890,1910,0.6561279296875,3081,2
625,800,4721,0.6839837431907654,1947,8
626,409,492,0.5679983496665955,17987,7
627,2,106,0.7935105562210083,303,8
628,4911,4144,0.7061468958854675,2555,8
629,4719,4913,0.7954975962638855,1024,5
630,4919,4917,0.7217474579811096,481,7
631,4213,4921,0.7072885036468506,1132,4
632,4932,1394,0.8694030046463013,49,8
633,4935,492,0.6077206134796143,15610,2
634,4939,3177,0.7265560626983643,1364,5
635,492,2977,0.7038967609405518,5344,6
636,756,4955,0.8099064826965332,762,8
637,4959,492,0.6498513221740723,9896,3
638,4961,2977,0.8426698446273804,70,2
639,492,486,0.7305290102958679,1326,8
640,4975,4973,0.8685844540596008,44,4
641,4987,4986,0.806623101234436,90,8
642,2156,54,0.7187715768814087,7151,5
643,1417,4994,0.723137378692627,1898,8
644,492,4997,0.6461595296859741,6041,2
645,80,3165,0.6811699867248535,1162,7
646,180,3564,0.6351641416549683,14445,6
647,1946,5005,0.8908662796020508,2,6
648,5011,5009,0.696892261505127,2245,2
649,492,5012,0.6426207423210144,5496,3
650,5018,492,0.81265789270401,467,7
651,5027,1110,0.8638332486152649,17,8
652,5029,386,0.8712843656539917,40,3
653,5031,5030,0.7758424282073975,159,2
654,4656,492,0.9291942119598389,11,5
655,5038,1624,0.7594383358955383,420,3
656,4727,4345,0.8464219570159912,27,7
657,5045,492,0.6886663436889648,4784,2
658,5049,5047,0.7803224325180054,1912,2
659,1225,1262,0.6803022623062134,2749,8
660,5066,492,0.7721356153488159,1359,2
661,1566,5068,0.6470515727996826,9135,4
662,5072,5071,0.6763771176338196,3091,2
663,2179,5075,0.8891319632530212,7,4
664,492,4855,0.6600733995437622,4064,2
665,5083,5082,0.7617924213409424,2581,7
666,288,460,0.8633214831352234,15,8
667,5087,492,0.7350836992263794,2037,2
668,3997,492,0.7890586256980896,1016,3
669,5095,5093,0.6867396235466003,4999,4
670,865,492,0.6784776449203491,5912,3
671,492,365,0.642200231552124,6994,2
