user_id,target_item_id,most_similar_history_item,similarity_to_target,rank,history_length
122,1152,1098,0.7419643402099609,738,8
123,1316,1109,0.7360212802886963,736,2
124,1320,1109,0.8292263746261597,91,2
125,1325,1324,0.7546641230583191,1042,3
126,1333,102,0.7867196798324585,599,8
127,830,39,0.7502083778381348,1121,2
128,1337,453,0.6679651737213135,7132,2
129,1345,158,0.7535291910171509,1056,8
130,1351,1109,0.783139705657959,270,5
131,1355,37,0.7745452523231506,1294,4
132,1372,181,0.9374818801879883,2,8
133,1375,92,0.7040791511535645,5562,2
134,1109,1378,0.6902323961257935,4385,3
135,1382,1381,0.7113098502159119,2381,2
136,1423,1422,0.7826515436172485,282,8
137,1438,1436,0.806725025177002,78,8
138,1443,1442,0.8514654636383057,102,3
139,1449,1447,0.715325117111206,7055,5
140,1446,1451,0.6986639499664307,5625,2
141,1453,65,0.7986984252929688,1016,4
142,851,1027,0.8419735431671143,104,8
143,554,1462,0.7776483297348022,864,6
144,1468,278,0.7249926328659058,3230,3
145,545,1112,0.7497052550315857,2279,6
146,1481,319,0.7563132643699646,1326,8
147,1484,1483,0.7611467838287354,1246,4
148,1046,1486,0.7631946802139282,783,3
149,1492,1490,0.7474824786186218,2099,5
150,1496,1109,0.6784108877182007,3038,2
151,1515,1514,0.8775299787521362,12,8
152,1520,1458,0.8476418852806091,55,7
153,1525,1523,0.8246062994003296,85,5
154,1530,1529,0.7930756211280823,146,2
155,1537,1525,0.7839019298553467,893,8
156,1549,1543,0.7823393940925598,312,8
157,1560,1452,0.7378525733947754,1011,8
158,34,1566,0.6763997077941895,9039,5
159,1571,1570,0.8222887516021729,110,3
160,1117,1564,0.8739445805549622,12,3
161,1582,659,0.8952208757400513,1,8
162,1587,1564,0.7917219400405884,379,4
163,478,1594,0.7977768182754517,313,7
164,1599,851,0.8202345371246338,192,6
165,1603,1602,0.7475806474685669,3442,2
166,1621,1617,0.8206568956375122,157,8
167,1624,1564,0.8274385929107666,113,2
168,1651,1643,0.852508544921875,7,8
169,1682,1564,0.7345285415649414,2943,8
170,1686,1405,0.8617950081825256,39,6
171,378,1689,0.6783753633499146,6546,3
172,1697,1696,0.7754886150360107,1010,8
173,1475,1701,0.8080307245254517,214,8
174,1564,709,0.7564131617546082,2220,8
175,1719,1717,0.9700663685798645,1,5
176,1725,1723,0.7396025657653809,4385,6
177,1728,1488,0.6913671493530273,6355,3
178,374,1644,0.7392335534095764,1980,8
179,1850,773,0.8278717994689941,113,8
180,1854,1564,0.7511619329452515,1746,7
181,1553,1856,0.7923630475997925,625,6
182,1867,422,0.7833222150802612,739,8
183,1874,1872,0.7855674624443054,420,6
184,1882,1877,0.7638944387435913,1121,8
185,1827,1886,0.7963266372680664,862,6
186,1173,1107,0.7696688771247864,1387,8
187,1899,1897,0.8661103248596191,50,3
188,1564,1902,0.7356292605400085,2371,4
189,1906,1564,0.7902381420135498,408,2
190,1913,1912,0.7358980178833008,2278,8
191,857,1918,0.901445746421814,74,5
192,1687,1564,0.864029049873352,17,6
193,1613,1564,0.8849430084228516,8,2
194,844,1089,0.8164194822311401,345,8
195,1693,1936,0.7331504225730896,3111,2
196,1947,1942,0.7881714105606079,1116,8
197,972,1952,0.7386900186538696,4788,8
198,1986,1314,0.7136961817741394,4026,8
199,1991,1564,0.6809628009796143,8184,4
200,529,2022,0.7628169059753418,1758,8
201,2024,842,0.749192476272583,1718,3
202,1108,2046,0.822464644908905,77,8
203,2061,2057,0.8371393084526062,126,8
204,1688,1564,0.8168786764144897,167,2
205,2077,2076,0.7458727359771729,2095,8
206,539,1576,0.7816183567047119,1030,8
207,2090,1564,0.7806676626205444,574,2
208,2125,1941,0.8585028648376465,22,8
209,20,1148,0.8328354954719543,146,5
210,2129,511,0.6985507011413574,7107,2
211,2133,2131,0.7721778750419617,3019,5
212,2136,1148,0.7360004186630249,3978,2
213,2143,2139,0.692835807800293,7553,8
214,2147,1148,0.8822770118713379,10,4
215,2151,1148,0.7659478187561035,1566,3
216,1622,494,0.8007798790931702,667,8
217,2080,2161,0.8382135629653931,23,8
218,2166,2164,0.7246190309524536,3183,2
219,2171,2169,0.8211987018585205,203,6
220,2181,2178,0.774105966091156,1545,8
221,2188,2185,0.7460008263587952,3772,8
222,1211,2191,0.7406190633773804,5443,3
223,2193,2192,0.7158212661743164,5943,5
224,2196,1624,0.7466698884963989,796,5
225,1605,1236,0.7757821083068848,2357,8
226,2278,2276,0.8703355193138123,18,3
227,2286,2285,0.7912106513977051,780,8
228,1148,2288,0.7078813314437866,6622,2
229,2293,2291,0.792723536491394,371,3
230,2310,2309,0.8952266573905945,2,8
231,2317,2314,0.8131343722343445,702,5
232,1400,1553,0.9149832129478455,3,2
233,2326,1056,0.7549470067024231,3488,7
234,1595,2329,0.8193387389183044,55,3
235,20,1618,0.872145414352417,36,8
236,24,2341,0.7625945210456848,1662,2
237,1618,131,0.646807849407196,8608,2
238,2342,1134,0.679858922958374,7257,2
239,2394,2393,0.9619229435920715,1,8
240,2404,2403,0.8191421031951904,124,8
241,2406,2405,0.6285983324050903,10910,2
242,2179,1915,0.7242240309715271,2136,6
243,2424,2423,0.6834173202514648,2462,8
244,976,1618,0.8515059947967529,67,8
245,2446,227,0.8037911057472229,164,8
246,2455,2454,0.6205617189407349,11275,8
247,1112,2458,0.7723898887634277,1393,6
248,2462,1618,0.6923283338546753,5037,4
249,2466,2465,0.7834856510162354,1081,2
250,1475,1326,0.682772159576416,8077,3
251,1622,677,0.7270961999893188,2685,8
252,1618,693,0.7498263120651245,5429,8
253,2487,1618,0.8327863216400146,131,5
254,2492,1111,0.7390525341033936,2626,7
255,2109,2495,0.8082780838012695,481,4
256,1618,2500,0.832387387752533,69,4
257,2505,1112,0.7448968887329102,2644,4
258,1792,1618,0.8759852051734924,28,5
259,2520,2518,0.8082187175750732,297,8
260,20,1831,0.7905108332633972,338,2
261,2537,2535,0.7214384078979492,2082,8
262,2541,2539,0.7372968792915344,4246,2
263,1361,2548,0.7096958160400391,5441,8
264,2555,2554,0.760644793510437,1342,3
265,2142,511,0.865098237991333,12,8
266,762,2576,0.808931827545166,324,8
267,2623,1081,0.8342361450195312,18,8
268,2633,2627,0.7746611833572388,1923,8
269,1074,905,0.7559924125671387,2131,7
270,2641,2640,0.7819617986679077,409,3
271,2648,2644,0.7836048603057861,469,4
272,2648,102,0.7918387055397034,417,2
273,668,2656,0.7044492363929749,8180,8
274,279,2659,0.7906914949417114,841,8
275,2669,2667,0.7613241672515869,626,8
276,521,1096,0.8589856028556824,21,2
277,775,790,0.7502179145812988,463,8
278,2682,2681,0.8719555139541626,11,3
279,24,13,0.849686861038208,21,8
280,2691,1949,0.81856369972229,253,5
281,2696,2648,0.8395915031433105,7,4
282,2720,616,0.7222595810890198,5472,8
283,2724,2297,0.8683715462684631,18,5
284,2733,2730,0.755334734916687,1004,8
285,888,2737,0.7907256484031677,1751,6
286,2739,2297,0.8532106280326843,46,2
287,2744,2132,0.7755695581436157,1859,5
288,2750,1210,0.857970118522644,29,7
289,928,1394,0.7380657196044922,3249,8
290,2762,1535,0.7132785320281982,5135,3
291,2765,2763,0.7555522918701172,401,3
292,762,2770,0.8197911977767944,117,8
293,2774,2772,0.7238492965698242,5665,5
294,2655,1691,0.739050030708313,1219,3
295,1535,2777,0.7936475872993469,308,4
296,2780,1535,0.8202412128448486,187,2
297,1535,2783,0.7517908811569214,2341,3
298,2788,1535,0.693321704864502,7099,5
299,2790,856,0.696379542350769,3140,2
300,122,2511,0.7391214370727539,2791,8
301,1535,65,0.7693342566490173,2478,3
302,2800,1535,0.6974868774414062,6696,2
303,2825,2822,0.8052012920379639,189,8
304,2829,2828,0.7278169393539429,4064,3
305,2832,2828,0.7425380945205688,2812,2
306,2836,2835,0.8856186866760254,21,2
307,2844,2841,0.7090185880661011,5212,8
308,2003,2847,0.8557348251342773,42,8
309,2855,2854,0.8286901116371155,115,4
310,2857,1535,0.7808494567871094,1108,3
311,2867,2861,0.7791750431060791,1077,8
312,583,2869,0.8346193432807922,52,3
313,2356,2168,0.7244831323623657,3808,8
314,2880,2877,0.8471212387084961,65,4
315,1064,417,0.7547808885574341,1897,5
316,245,1081,0.71809983253479,1985,4
317,2499,2887,0.7735865116119385,924,4
318,399,398,0.948418378829956,1,8
319,2901,563,0.845238208770752,19,3
320,1467,2904,0.7456706762313843,1895,4
321,853,2768,0.7992010116577148,295,6
322,2912,2911,0.7266235947608948,4520,2
323,2925,2922,0.8099055290222168,133,8
324,853,2929,0.7945303916931152,1125,3
325,799,714,0.7540420293807983,2756,2
326,2935,853,0.7001931071281433,5090,3
327,849,2940,0.9150092005729675,2,8
328,2942,2941,0.7327055335044861,1166,2
329,2947,2946,0.9521145820617676,1,4
330,853,2950,0.8165999054908752,321,5
331,717,2953,0.8965595364570618,11,2
332,2957,2711,0.783549964427948,576,5
333,2962,1351,0.7985220551490784,1564,5
334,430,1603,0.6875506639480591,5020,8
335,2976,2724,0.6823707222938538,8507,4
336,2736,2724,0.8987842202186584,1,4
337,2982,106,0.7730332612991333,1125,6
338,3000,2200,0.7416601777076721,1742,8
339,3009,3008,0.778753399848938,1481,8
340,2632,3014,0.8047649264335632,227,8
341,2395,3037,0.7249014377593994,4474,8
342,3019,3041,0.6444637775421143,9989,2
343,657,3044,0.721057653427124,4513,2
344,3046,797,0.6751636266708374,7550,2
345,3051,3019,0.7910623550415039,1,5
346,2703,3019,0.7487073540687561,27,2
347,2615,1640,0.9445089101791382,1,7
348,959,382,0.7327585816383362,4581,8
349,651,3068,0.7650890350341797,2130,8
350,3072,3070,0.7041363716125488,5859,3
351,3076,3075,0.8819791078567505,11,2
352,3092,3091,0.812636137008667,198,8
353,3078,3100,0.9236186742782593,8,8
354,881,3078,0.736185610294342,1491,3
355,3104,3078,0.7314674854278564,1833,2
356,3107,3078,0.7065975666046143,3910,2
357,3123,3121,0.8168166875839233,249,8
358,3078,3127,0.7191515564918518,3634,3
359,395,1092,0.8442777395248413,132,8
360,3036,3137,0.7180200815200806,3760,4
361,3141,3140,0.8577521443367004,7,3
362,3153,3146,0.7252352237701416,6666,8
363,3159,3157,0.7808223962783813,2312,8
364,3168,105,0.7985222339630127,810,8
365,3173,3171,0.7201473116874695,5299,5
366,2454,2144,0.6911637783050537,6491,2
367,2975,3100,0.9335495233535767,6,8
368,1974,2349,0.7512991428375244,1989,8
369,3100,468,0.7205902338027954,3975,7
370,3194,3193,0.8529138565063477,26,4
371,1599,3100,0.8205726146697998,100,7
372,2725,517,0.7285817861557007,3096,4
373,3207,3100,0.7497457265853882,2592,5
374,3210,3100,0.7903608679771423,481,8
375,550,3216,0.7939745783805847,479,8
376,3100,3218,0.8128567934036255,50,2
377,594,92,0.8729076385498047,13,6
378,3235,3098,0.7500473856925964,2681,8
379,3249,3242,0.7721011638641357,759,8
380,801,3255,0.76023930311203,2784,8
381,881,3259,0.740342915058136,3302,3
382,1156,1489,0.7503165006637573,1808,4
383,2880,3100,0.64098060131073,11601,2
384,1943,3265,0.7968766689300537,710,5
385,3100,3266,0.7139493227005005,3102,2
386,3269,646,0.7445729970932007,2604,5
387,3280,937,0.7100206017494202,4139,8
388,333,3100,0.8328078985214233,43,8
389,3293,3290,0.7655860185623169,96,6
390,1337,3100,0.7489850521087646,2652,2
391,3299,1090,0.7049573063850403,6591,3
392,3308,3305,0.7532719969749451,2160,8
393,828,2686,0.7081990242004395,6780,3
394,1211,2686,0.7502058744430542,3260,3
395,860,2686,0.711283802986145,6544,5
396,3324,1445,0.7603619694709778,3792,8
397,3337,59,0.7525898218154907,1777,8
398,3341,2686,0.825654149055481,282,3
399,3351,345,0.8028028011322021,345,8
400,3353,2131,0.7015849351882935,8387,3
401,3363,657,0.7796669006347656,169,8
402,3365,1765,0.7707154750823975,482,5
403,1484,3368,0.7700381875038147,641,8
404,2144,1595,0.7421107292175293,3375,8
405,1108,3413,0.8454705476760864,48,2
406,3430,1841,0.7425024509429932,2769,8
407,3433,1905,0.7901285886764526,1810,2
408,738,3436,0.8406597375869751,63,8
409,3445,2686,0.8021146655082703,702,8
410,1807,3411,0.6768984198570251,8996,8
411,3479,345,0.7374159097671509,2519,8
412,136,2501,0.795363187789917,544,8
413,3492,2686,0.7186492681503296,5891,2
414,3560,3555,0.661081075668335,8356,8
415,892,2686,0.8186358213424683,376,6
416,3565,2686,0.7067692279815674,6898,3
417,1519,3570,0.7750279903411865,798,5
418,633,2686,0.8132400512695312,463,5
419,3575,2686,0.7890786528587341,1116,2
420,3580,3579,0.8571348786354065,85,8
421,3587,3584,0.7403864860534668,2920,7
422,2885,2295,0.7464097738265991,1707,2
423,3591,3590,0.8769118785858154,2,2
424,3637,990,0.7412283420562744,3085,8
425,1027,2686,0.8727787733078003,25,5
426,2994,1675,0.7833055257797241,101,6
427,3649,711,0.7652603387832642,2272,8
428,3636,2686,0.9126065969467163,1,3
429,3655,1498,0.8016101121902466,101,2
430,861,278,0.8138397932052612,350,7
431,3432,3660,0.7449072599411011,1993,8
432,3664,3662,0.7391586303710938,2674,3
433,2953,3666,0.7368544340133667,1312,2
434,2248,3663,0.7389180660247803,2182,5
435,3695,1235,0.6733196973800659,9245,8
436,3698,3697,0.7997219562530518,137,7
437,3663,3700,0.7667004466056824,2207,2
438,1859,3663,0.8434145450592041,32,3
439,2195,3705,0.7181193828582764,3851,2
440,3738,3735,0.7953542470932007,1318,8
441,1041,3740,0.7930371761322021,1049,2
442,3742,1753,0.711340069770813,1463,3
443,2210,2099,0.8572325706481934,87,3
444,2854,3663,0.8229963183403015,99,3
445,3746,3663,0.8753640651702881,3,2
446,1497,3748,0.740047812461853,3332,4
447,3532,816,0.8112928867340088,817,7
448,1056,3759,0.7781245708465576,1119,8
449,1988,3762,0.7848217487335205,233,2
450,3765,3636,0.7031126022338867,6333,2
451,1409,1092,0.8694950938224792,58,8
452,3774,3771,0.7723220586776733,3400,4
453,2107,3770,0.8511815071105957,71,8
454,2738,2550,0.9159008264541626,9,8
455,3227,3770,0.825428307056427,258,3
456,3792,3791,0.7480520009994507,1852,2
457,3796,3770,0.7815890312194824,1686,2
458,3811,3810,0.8261568546295166,6,8
459,3816,3815,0.7073804140090942,2298,4
460,2137,3821,0.9370190501213074,1,5
461,862,1800,0.7222788333892822,3368,4
462,1702,3804,0.7156749963760376,3192,3
463,801,3828,0.7499405145645142,867,6
464,1002,3830,0.9264185428619385,2,6
465,3836,3247,0.7157807946205139,4999,6
466,3840,3838,0.761005163192749,1857,3
467,2638,1179,0.7732362151145935,372,8
468,3857,693,0.7465384006500244,5761,2
469,296,2398,0.8136394619941711,289,5
470,1482,1994,0.9559731483459473,3,8
471,416,3532,0.8961354494094849,19,8
472,3877,3876,0.7796465754508972,814,2
473,3882,3881,0.8844999074935913,9,7
474,3886,531,0.6946252584457397,5841,4
475,1350,1894,0.8350492715835571,141,8
476,3898,966,0.7716042399406433,537,2
477,3902,1516,0.9122974276542664,1,4
478,1859,2333,0.8097251653671265,111,8
479,3917,3916,0.6875652074813843,7980,2
480,3925,1085,0.9230062365531921,4,8
481,3931,3927,0.6767271757125854,10255,7
482,1136,797,0.8297532796859741,40,8
483,3945,2704,0.7763135433197021,404,3
484,3952,3948,0.8954823017120361,5,7
485,3956,1965,0.6918056011199951,8662,3
486,2203,3059,0.8961032032966614,5,8
487,3966,3965,0.7644652128219604,1404,4
488,3972,3969,0.9554190635681152,1,4
489,577,3997,0.7405253648757935,2547,8
490,2888,3927,0.7901766896247864,1079,3
491,4002,511,0.7946494817733765,415,2
492,511,3970,0.7568734884262085,1219,8
493,2188,2337,0.7760580778121948,1996,4
494,3970,4011,0.7347111701965332,2709,2
495,1096,444,0.6848887205123901,7327,2
496,2562,529,0.7804769277572632,1554,5
497,4019,1674,0.8890196681022644,4,3
498,4025,4024,0.8058220148086548,14,8
499,4030,2693,0.7639318704605103,3012,8
500,3832,4018,0.7736512422561646,1195,7
501,3107,1096,0.8238065838813782,162,2
502,422,2554,0.8009941577911377,251,6
503,1120,4053,0.7558979988098145,1154,8
504,3139,1096,0.7644827365875244,2494,2
505,2238,567,0.856342613697052,39,6
506,521,1096,0.8589856028556824,21,3
507,3823,3992,0.7610940933227539,790,8
508,4071,1461,0.9096575379371643,14,8
509,1381,1211,0.6797475218772888,6051,4
510,327,1092,0.8063427805900574,694,3
511,3769,1723,0.7852131724357605,700,8
512,4088,4086,0.8631693124771118,18,3
513,343,4090,0.7953914999961853,1316,2
514,4103,4099,0.8474273681640625,2,8
515,737,4104,0.7457188367843628,1198,2
516,862,4114,0.7293237447738647,3476,8
517,1526,529,0.7910103797912598,864,2
518,1034,726,0.7388840317726135,4200,5
519,4123,4122,0.9106183648109436,6,2
520,2405,4138,0.7268210649490356,2971,8
521,4142,799,0.739936351776123,697,4
522,1876,1554,0.773709774017334,1778,8
523,1481,169,0.7651752829551697,2997,8
524,1112,4034,0.7465492486953735,3778,4
525,4180,3769,0.8706986904144287,67,8
526,1337,3700,0.794653594493866,877,8
527,523,2850,0.8056744933128357,180,3
528,3095,2691,0.7841486930847168,1148,8
529,4192,523,0.8442349433898926,29,8
530,4196,501,0.7847890853881836,1513,8
531,4200,4199,0.8535441160202026,18,2
532,4206,4204,0.7263870239257812,3628,4
533,521,735,0.835163950920105,90,3
534,523,3276,0.8259451389312744,85,8
535,1647,4216,0.8048471808433533,40,8
536,4226,4166,0.7425494194030762,1574,8
537,2486,1503,0.7068696022033691,4565,8
538,3730,1265,0.8219874501228333,218,5
539,4250,523,0.715275228023529,4030,2
540,3889,1674,0.8794238567352295,9,3
541,1471,21,0.7316670417785645,3246,8
542,523,4255,0.7150939702987671,6503,2
543,4261,1686,0.7975027561187744,607,8
544,191,1674,0.8282189965248108,102,6
545,523,3707,0.7394613027572632,1728,2
546,523,1120,0.7092112302780151,4238,3
547,3298,3011,0.7664966583251953,3377,8
548,4281,227,0.8040709495544434,162,8
549,4285,3213,0.7580755949020386,2129,6
550,2114,4287,0.7910202741622925,521,7
551,4290,558,0.7238699197769165,5926,3
552,3375,4291,0.7427544593811035,3512,3
553,4295,4293,0.7978230714797974,29,7
554,1438,1130,0.9152234792709351,1,8
555,4307,4304,0.7329297065734863,2345,8
556,1674,2188,0.7411423921585083,2347,2
557,4314,4313,0.7790526747703552,1053,6
558,1674,4316,0.7633349299430847,2529,5
559,642,1674,0.7667875289916992,1808,4
560,717,1674,0.7685360908508301,1701,5
561,4337,2026,0.8185747861862183,135,8
562,3510,4349,0.7688711881637573,722,8
563,4053,4352,0.7647993564605713,1572,2
564,524,1674,0.9222480058670044,2,2
565,4367,1758,0.8998565077781677,1,8
566,4379,3940,0.767130434513092,787,8
567,4217,3227,0.7983014583587646,684,8
568,1674,3361,0.791444718837738,565,2
569,2628,4390,0.7082265615463257,3930,2
570,3857,4393,0.7851628065109253,722,7
571,3411,775,0.7657226920127869,2751,3
572,2188,4399,0.7103826999664307,4566,3
573,4401,4400,0.6474116444587708,10384,2
574,37,1739,0.7747185826301575,460,8
575,4410,4044,0.8085455894470215,474,3
576,4415,4363,0.7611117362976074,2082,7
577,1674,3333,0.7579525113105774,1291,2
578,726,3962,0.7106711864471436,1400,2
579,667,4421,0.8318554162979126,148,8
580,1674,4428,0.7673585414886475,931,2
581,4431,1674,0.7566420435905457,2340,3
582,1308,2399,0.7805980443954468,1196,8
583,725,3041,0.7342851161956787,1785,8
584,410,588,0.8073117733001709,736,8
585,4487,343,0.7307453751564026,3710,3
586,1674,2645,0.7322102785110474,2418,8
587,4498,4496,0.7834856510162354,530,8
588,4420,4502,0.8250745534896851,51,8
589,1674,4509,0.8091568350791931,473,5
590,685,4513,0.7308300733566284,3906,8
591,1356,1482,0.9620733261108398,1,8
592,4523,1674,0.7508161067962646,2663,2
593,1319,3455,0.7903035879135132,411,3
594,4528,1232,0.9376857876777649,1,6
595,4018,1674,0.8821860551834106,9,5
596,4537,4534,0.7935126423835754,1344,8
597,1674,4539,0.7351669073104858,2053,2
598,4541,1674,0.8039408922195435,442,5
599,245,4546,0.739738941192627,2482,8
600,688,1536,0.7477114200592041,3777,3
601,646,1674,0.8112010359764099,291,3
602,4553,484,0.762360692024231,432,2
603,1674,2131,0.8597873449325562,40,2
604,4559,1674,0.7580400109291077,2263,2
605,4570,4569,0.8102965354919434,583,8
606,4156,3213,0.7998315095901489,150,6
607,444,1674,0.6796835660934448,7929,2
608,3432,2979,0.8308442831039429,177,6
609,4578,1674,0.7137978076934814,5029,5
610,1674,3847,0.7724932432174683,303,6
611,3055,169,0.7812399864196777,1742,2
612,1206,722,0.7902035713195801,230,2
613,1674,4582,0.7771135568618774,1224,3
614,4585,552,0.783221960067749,395,8
615,4093,1674,0.7070980668067932,5570,2
616,1090,1674,0.7931883335113525,715,4
617,4596,1111,0.8123810291290283,126,8
618,3187,4603,0.9150004386901855,9,8
619,4617,2586,0.8700224161148071,21,8
620,4439,1652,0.8046902418136597,609,8
621,3146,2693,0.8409286737442017,123,8
622,775,511,0.7902768850326538,530,2
623,3608,2257,0.8267780542373657,88,8
624,2706,2707,0.8302566409111023,21,5
625,4635,4634,0.8264656662940979,178,6
626,4636,3889,0.768183708190918,1460,2
627,2123,4415,0.8661056160926819,9,8
628,4644,1732,0.7878282070159912,300,6
629,3320,1297,0.7847626209259033,775,7
630,4647,521,0.7211145758628845,3483,2
631,524,4650,0.7953304052352905,489,4
632,2003,4656,0.7236954569816589,5062,8
633,4192,524,0.8698055148124695,7,3
634,4671,524,0.8072241544723511,84,8
635,1093,4572,0.6774249076843262,10767,2
636,1537,4676,0.6971989870071411,6433,7
637,4678,2198,0.8141483068466187,681,3
638,4679,2582,0.8873307704925537,2,6
639,1387,524,0.7592916488647461,1622,3
640,526,2744,0.7563378214836121,1788,2
641,3325,1112,0.8901033997535706,6,8
642,4686,3572,0.7538889646530151,1242,3
643,4688,2288,0.7439930438995361,3118,2
644,4689,1738,0.8630921840667725,10,3
645,2301,80,0.8627017736434937,18,4
646,4694,4693,0.9664261937141418,1,5
647,4686,4697,0.6494314670562744,7887,3
648,4690,4686,0.8302139639854431,100,2
649,4708,3092,0.7810450792312622,757,8
650,4714,4713,0.8225629925727844,96,7
651,1393,4724,0.9008976221084595,11,8
652,337,3537,0.7224794626235962,4041,8
653,2798,1022,0.7808252573013306,520,8
654,3197,1041,0.6104105710983276,11652,2
655,4772,1824,0.7301831245422363,4336,3
656,280,4604,0.7946277856826782,684,8
657,3692,1836,0.7602177262306213,914,8
658,1319,1483,0.8416804075241089,56,8
659,554,3730,0.7331345081329346,5761,2
660,1106,1517,0.8193147778511047,409,8
661,2405,2927,0.6689062118530273,9414,3
662,4802,978,0.8548895120620728,37,4
663,4805,4804,0.7473348379135132,1548,2
664,3107,4807,0.9434002637863159,1,2
665,3709,1303,0.8980814218521118,5,2
666,2934,978,0.7176691293716431,5808,2
667,395,3753,0.7811646461486816,320,8
668,4817,1367,0.7134730815887451,4213,4
669,3847,1387,0.8037829399108887,604,4
