user_id,target_item_id,query_item,similarity_to_target,rank,history_length,most_similar_history_item
258,3814,3813,0.7980334758758545,8026,5,3813
259,68,3838,0.8440254926681519,202,8,3838
260,3843,3842,0.8338425755500793,1537,3,3842
261,3868,3867,0.8692795038223267,716,8,3867
262,3879,3878,0.6847338080406189,12318,8,3878
263,3884,121,0.8279662728309631,4948,3,121
264,3908,3906,0.8455678820610046,773,8,3906
265,2420,2414,0.8721698522567749,808,7,2414
266,3925,3924,0.8265535235404968,746,8,3924
267,3933,2306,0.8150622844696045,6738,7,2306
268,3936,381,0.8757444024085999,606,3,381
269,3944,3943,0.9287575483322144,4,6,3943
270,3954,520,0.89570152759552,24,8,520
271,3958,3957,0.8800200819969177,124,3,3957
272,3971,3970,0.737895131111145,15861,8,3970
273,4001,3994,0.8219835758209229,3520,8,3994
274,4012,4011,0.8634810447692871,6,8,4011
275,4019,4018,0.7602072954177856,13911,8,4018
276,4030,149,0.8540217876434326,847,8,149
277,660,2760,0.8741318583488464,249,6,2760
278,14,4037,0.6751843094825745,10650,4,4037
279,4059,4058,0.7533961534500122,16767,8,4058
280,4061,4060,0.8916146755218506,614,2,4060
281,3126,4063,0.896475076675415,46,5,4063
282,4076,4075,0.8350342512130737,4595,8,4075
283,4104,4100,0.876609206199646,850,8,4100
284,2888,4131,0.8628419041633606,2997,8,4131
285,4143,4142,0.8626942038536072,1449,8,4142
286,4159,4158,0.8522330522537231,1081,8,4158
287,4163,3100,0.8457704782485962,1269,6,3100
288,926,4172,0.7382376790046692,17811,8,4172
289,4181,1300,0.8564571738243103,772,8,1300
290,4221,4220,0.7075669765472412,9192,8,4220
291,673,3871,0.8607635498046875,2376,2,3871
292,4232,4231,0.8093940019607544,6915,8,4231
293,4254,3383,0.8836050033569336,122,8,3383
294,3163,4279,0.9006592035293579,53,8,4279
295,1017,874,0.8598828315734863,1148,5,874
296,4284,650,0.7725337147712708,12245,2,650
297,4294,4124,0.8770853877067566,1342,8,4124
298,4304,4303,0.8422659635543823,4378,8,4303
299,4308,4305,0.8748403787612915,1047,2,4305
300,3454,4312,0.857333242893219,2630,2,4312
301,2558,4328,0.8534607887268066,1143,8,4328
302,4334,1967,0.8513165712356567,2158,6,1967
303,1533,1529,0.8875579237937927,34,8,1529
304,4399,4398,0.8533574342727661,4358,8,4398
305,4404,4403,0.8825786113739014,465,3,4403
306,1599,2109,0.7427900433540344,14507,8,2109
307,4433,4432,0.7761600017547607,1704,8,4432
308,4444,4444,0.9999999403953552,1,8,4444
309,4479,3148,0.8241302371025085,2448,8,3148
310,4486,3347,0.8863897919654846,252,8,3347
311,4489,2742,0.8558396100997925,1848,5,2742
312,2707,4504,0.7195513248443604,13096,8,4504
313,4507,4357,0.8429091572761536,1695,3,4357
314,4519,3376,0.8442145586013794,1981,8,3376
315,4522,4521,0.8377810716629028,1051,2,4521
316,4397,4531,0.6979029178619385,5874,8,4531
317,4539,2847,0.875739336013794,18,8,2847
318,2700,3792,0.8665263056755066,807,8,3792
319,4566,4565,0.8645657300949097,272,6,4565
320,4574,3869,0.8040304183959961,7059,8,3869
321,4579,266,0.8387739658355713,1848,8,266
322,4587,4586,0.7981805801391602,8039,8,4586
323,4592,4591,0.8800042867660522,256,4,4591
324,3576,785,0.8545262813568115,2472,8,785
325,2747,4602,0.8957023620605469,113,8,4602
326,4633,1224,0.8221426606178284,2986,3,1224
327,820,763,0.8589390516281128,1491,3,763
328,4649,4648,0.8584290742874146,506,8,4648
329,1131,4652,0.8503871560096741,954,3,4652
330,4654,673,0.870862603187561,288,2,673
331,2255,4657,0.8731527328491211,143,2,4657
332,4663,4662,0.8708863258361816,908,4,4662
333,93,4668,0.8231478929519653,3855,7,4668
334,1013,755,0.8754658699035645,312,8,755
335,4678,3089,0.8579151034355164,1349,6,3089
336,868,4731,0.8187261819839478,7022,8,4731
337,4735,4734,0.8864128589630127,559,5,4734
338,2886,4739,0.859290361404419,1121,3,4739
339,4745,4744,0.8711353540420532,1215,8,4744
340,4750,4749,0.6711471080780029,5874,4,4749
341,1289,4763,0.8996505737304688,17,8,4763
342,27,828,0.8607985377311707,1870,3,828
343,2114,4770,0.745541512966156,7818,3,4770
344,4773,4064,0.8507319688796997,1264,6,4064
345,4816,3871,0.8466795682907104,5667,8,3871
346,4823,4822,0.8400535583496094,432,8,4822
347,4829,4828,0.8994806408882141,166,3,4828
348,2784,4826,0.8722137212753296,927,6,4826
349,3385,4842,0.875173807144165,253,8,4842
350,3866,4849,0.8717104196548462,275,8,4849
351,4853,4852,0.8425402641296387,711,2,4852
352,2740,754,0.8646588325500488,338,8,754
353,4877,4876,0.8311246633529663,3680,8,4876
354,4904,3549,0.7903239727020264,663,8,3549
355,4907,4914,0.8997471928596497,48,8,4914
356,4918,1812,0.8763976097106934,1016,5,1812
357,2790,4927,0.8532204627990723,4084,8,4927
358,4931,197,0.8301684856414795,2034,4,197
359,3483,4940,0.8651928305625916,37,8,4940
360,4947,2601,0.8088091611862183,6548,8,2601
361,4949,1761,0.8367187976837158,4234,3,1761
362,4985,4984,0.8633755445480347,741,8,4984
363,4992,4991,0.7962689399719238,118,8,4991
364,4999,4998,0.7198288440704346,7001,8,4998
365,5003,1584,0.8559607267379761,68,5,1584
366,1122,5020,0.8691838979721069,234,8,5020
367,1525,5024,0.8236465454101562,6141,2,5024
368,5033,5032,0.8340824842453003,1370,8,5032
369,5038,4656,0.7626674175262451,16076,4,4656
370,5057,4051,0.7909443974494934,1566,8,4051
371,4278,5123,0.8234524130821228,7245,8,5123
372,5126,3751,0.8634515404701233,3058,5,3751
373,5134,5133,0.8283564448356628,10136,8,5133
374,5147,5146,0.7822889089584351,9493,8,5146
375,5148,3121,0.8454679846763611,1190,2,3121
376,3653,5295,0.8274776339530945,7390,8,5295
377,5304,5303,0.7036504745483398,17082,8,5303
378,5312,5311,0.7933285236358643,1430,8,5311
379,5320,5319,0.7768930792808533,15388,8,5319
380,5349,2409,0.8926218152046204,48,8,2409
381,4033,5368,0.8679325580596924,1108,8,5368
382,5372,5371,0.7677789926528931,809,3,5371
383,5436,5435,0.8778929114341736,144,8,5435
384,5446,5444,0.8602110147476196,365,8,5444
385,5499,927,0.7982532978057861,11964,8,927
386,4853,5505,0.6949195861816406,5418,6,5505
387,3145,3657,0.8466891646385193,322,2,3657
388,754,5510,0.8315900564193726,9010,7,5510
389,657,1652,0.8633884191513062,1240,5,1652
390,4288,5517,0.6724551916122437,14862,3,5517
391,2514,5529,0.8498226404190063,354,8,5529
392,5532,5531,0.8847423791885376,125,2,5531
393,473,5543,0.7961913347244263,8238,8,5543
394,1697,465,0.8143177032470703,5955,8,465
395,5567,3263,0.8974002003669739,385,8,3263
396,4497,5603,0.8365781307220459,2137,8,5603
397,4068,5608,0.8122918605804443,8200,7,5608
398,1614,1242,0.7766306400299072,3334,3,1242
399,3260,5635,0.6280757188796997,9449,8,5635
400,5645,5644,0.8785780668258667,1951,8,5644
401,5655,5654,0.7918806672096252,9709,8,5654
402,2432,5663,0.8244479894638062,8912,8,5663
403,5668,5667,0.837912917137146,1888,5,5667
404,5673,5672,0.7957836389541626,11386,2,5672
405,5687,4763,0.8483786582946777,2137,8,4763
406,4123,1682,0.8604283928871155,863,8,1682
407,2795,4290,0.8467288017272949,3312,2,4290
408,2181,5713,0.8227343559265137,5626,8,5713
409,5722,962,0.7685547471046448,10034,8,962
410,5732,591,0.7514458894729614,8802,8,591
411,4704,5743,0.8228046894073486,6389,8,5743
412,5767,5766,0.8239596486091614,954,8,5766
413,1672,5771,0.8295415639877319,3864,8,5771
414,2279,5773,0.8457320928573608,1417,8,5773
415,5781,5780,0.755098819732666,13975,3,5780
416,5801,5800,0.8161263465881348,1374,8,5800
417,5807,1732,0.8655959963798523,35,8,1732
418,959,850,0.8063902854919434,5812,2,850
419,5819,2421,0.7222170829772949,18352,8,2421
420,5824,5823,0.8874074220657349,126,5,5823
421,251,5829,0.8454712629318237,4963,6,5829
422,2096,5847,0.772010326385498,11689,8,5847
423,3613,2570,0.8354478478431702,2273,8,2570
424,4606,1818,0.8122595548629761,2995,8,1818
425,5869,5475,0.791391909122467,14410,4,5475
426,5874,2279,0.7697701454162598,15352,4,2279
427,3292,5881,0.8042296767234802,7498,8,5881
428,5901,5900,0.8605663180351257,387,8,5900
429,1846,2892,0.8478196263313293,491,2,2892
430,5910,5909,0.8342479467391968,4920,8,5909
431,2244,5912,0.765695333480835,16716,2,5912
432,1745,5325,0.8479140400886536,3204,7,5325
433,5120,1032,0.8765662908554077,68,8,1032
434,5923,5922,0.7535752058029175,2208,3,5922
435,2102,2494,0.8531209230422974,278,2,2494
436,5933,1286,0.8384979367256165,949,8,1286
437,5939,1167,0.703864336013794,18960,8,1167
438,5942,673,0.84063321352005,2469,3,673
439,1604,5945,0.8065766096115112,8029,8,5945
440,5955,5954,0.911770224571228,6,8,5954
441,5979,5978,0.8248189091682434,5013,8,5978
442,4560,5994,0.8398431539535522,4272,8,5994
443,6000,6000,1.0000001192092896,1,6,6000
444,5812,2658,0.8282046914100647,6674,8,2658
445,6014,5951,0.882277250289917,134,7,5951
446,310,6024,0.8636130690574646,876,8,6024
447,1073,6036,0.8778880834579468,455,8,6036
448,4254,6041,0.8630381226539612,517,2,6041
449,6053,765,0.8567653894424438,1032,8,765
450,453,1850,0.7906827926635742,9916,8,1850
451,6068,1459,0.8709535002708435,165,8,1459
452,2455,6072,0.875533401966095,76,8,6072
453,5480,6088,0.8848658800125122,207,8,6088
454,6092,5578,0.8638678789138794,1863,3,5578
455,2507,6095,0.8670504093170166,508,5,6095
456,3910,6104,0.8577278852462769,1619,8,6104
457,3148,3604,0.8527697324752808,1067,8,3604
458,6165,6164,0.8149687647819519,5849,8,6164
459,1260,6169,0.8519624471664429,1534,8,6169
460,255,6183,0.8634195327758789,1502,8,6183
461,6184,1238,0.75342857837677,16503,5,1238
462,3149,5102,0.8051192164421082,5486,2,5102
463,791,6192,0.7674560546875,10609,6,6192
464,642,843,0.8683654069900513,376,3,843
465,2745,2888,0.8695224523544312,557,8,2888
466,4860,818,0.8897243738174438,301,8,818
467,4322,1142,0.8926464915275574,21,6,1142
468,1457,5951,0.901909589767456,11,6,5951
469,2796,4441,0.8446321487426758,1314,8,4441
470,6227,110,0.6716472506523132,18730,3,110
471,6233,6232,0.727169930934906,11470,5,6232
472,6238,1895,0.859645426273346,1996,8,1895
473,74,6245,0.7010923027992249,8645,6,6245
474,3021,5503,0.8904582858085632,452,8,5503
475,4014,6273,0.8235875964164734,5790,8,6273
476,1016,6274,0.8600902557373047,1825,2,6274
477,2760,3095,0.8415995240211487,6351,4,3095
478,6280,6279,0.885684609413147,553,4,6279
479,6288,6287,0.7791807651519775,11668,8,6287
480,6291,6290,0.8712561130523682,899,2,6290
481,6295,6294,0.6641075015068054,18732,4,6294
482,6299,2246,0.8586852550506592,1986,3,2246
483,6309,6308,0.8871593475341797,134,8,6308
484,3557,6311,0.7257817983627319,17968,8,6311
485,1265,1451,0.75311279296875,10154,8,1451
486,6326,3025,0.8788899183273315,414,8,3025
487,6329,6328,0.7109940648078918,11967,2,6328
488,2903,2531,0.8756250143051147,994,5,2531
489,4990,2019,0.816440224647522,5850,3,2019
490,6338,6337,0.7650446891784668,14600,4,6337
491,6343,4385,0.8592534065246582,1535,8,4385
492,6348,6347,0.8486176133155823,5518,3,6347
493,5355,6052,0.8825839161872864,69,7,6052
494,1901,6364,0.8205283880233765,2583,8,6364
495,3853,6379,0.8278878331184387,3985,8,6379
496,2549,1314,0.828300952911377,3824,8,1314
497,6390,3957,0.8341670632362366,3787,4,3957
498,6393,6392,0.8347070217132568,2940,4,6392
499,6416,5663,0.7048528790473938,18220,8,5663
500,126,5493,0.8266861438751221,8858,4,5493
501,407,6459,0.8504364490509033,512,8,6459
502,5486,6478,0.8697918057441711,23,8,6478
503,2489,6500,0.8479630947113037,3148,2,6500
504,5224,6517,0.7525743842124939,9449,8,6517
505,6520,6518,0.9290133714675903,4,2,6518
506,6529,6528,0.8376122713088989,1385,8,6528
507,6559,4007,0.894261360168457,172,8,4007
508,6563,1531,0.8806250095367432,19,2,1531
509,6565,772,0.7331857681274414,17447,3,772
510,6570,6569,0.846038818359375,462,8,6569
511,6586,6585,0.8723843097686768,1578,8,6585
512,6622,6621,0.6022328734397888,16639,8,6621
513,6632,6631,0.7495890855789185,2944,8,6631
514,6645,6645,0.9999998807907104,1,8,6645
515,6683,6682,0.814558207988739,5844,8,6682
516,6701,343,0.8095752596855164,5024,8,343
517,5133,5532,0.9127504825592041,23,8,5532
518,6711,1951,0.8523784875869751,2524,8,1951
519,6714,3713,0.8336890935897827,5166,3,3713
520,6727,6726,0.8431540727615356,2571,8,6726
521,4033,3562,0.8665562868118286,925,8,3562
522,6773,6771,0.8208237290382385,6883,8,6771
523,498,6776,0.6524468660354614,19181,8,6776
524,6780,6295,0.8593695163726807,112,5,6295
525,6795,6453,0.7588610649108887,15271,8,6453
526,3025,6797,0.8355271816253662,285,3,6797
527,80,6801,0.8604042530059814,1247,3,6801
528,1238,6815,0.8047398328781128,3288,8,6815
529,1672,799,0.890499472618103,246,3,799
530,6692,6817,0.7858742475509644,6131,2,6817
531,6830,1255,0.8534160852432251,1500,8,1255
532,2569,5119,0.8280692100524902,3999,4,5119
533,6840,6839,0.8914964199066162,30,8,6839
534,6846,6843,0.8501955270767212,254,8,6843
535,6854,6853,0.8944394588470459,142,6,6853
536,6861,6860,0.8336868286132812,2101,8,6860
537,6887,4954,0.8565874099731445,699,8,4954
538,6898,6899,0.881027102470398,536,8,6899
539,6909,6908,0.8571270704269409,3007,8,6908
540,6915,1189,0.8370078206062317,588,8,1189
541,5465,1274,0.8428435921669006,3254,7,1274
542,6949,2621,0.6848763227462769,2523,8,2621
543,5560,5561,0.9445436000823975,2,2,5561
544,3628,6955,0.7911211252212524,10176,8,6955
545,4856,6959,0.7563551068305969,13577,2,6959
546,878,2119,0.8471253514289856,1874,8,2119
547,6964,1613,0.855056881904602,1193,2,1613
548,4517,810,0.8155174255371094,2998,8,810
549,6975,6974,0.6733625531196594,18368,7,6974
550,6978,6977,0.8585953116416931,254,3,6977
551,6987,941,0.9013811349868774,251,8,941
552,6992,143,0.8481235504150391,722,2,143
553,2401,2706,0.8791413307189941,83,8,2706
554,3034,2892,0.8265945911407471,1879,4,2892
555,3052,1895,0.890219509601593,198,5,1895
556,7017,7016,0.798737108707428,11724,8,7016
557,7031,4338,0.7471276521682739,16482,8,4338
558,2588,2570,0.8676093816757202,184,8,2570
559,4972,5422,0.7747262716293335,8245,8,5422
560,7048,7047,0.8856498003005981,128,6,7047
561,2366,2395,0.8533177971839905,1279,3,2395
562,7052,2053,0.838417649269104,724,4,2053
563,7063,7061,0.8157010078430176,9052,8,7061
564,7068,1646,0.7969865798950195,5079,8,1646
565,565,4429,0.8366421461105347,2832,7,4429
566,7071,7084,0.8267253041267395,872,8,7084
567,7091,6248,0.9371764659881592,14,5,6248
568,7094,5368,0.8600231409072876,1629,4,5368
569,7104,1899,0.8376575708389282,1953,8,1899
570,7107,7106,0.6929237842559814,18343,7,7106
571,1223,6660,0.8651800155639648,45,4,6660
572,7120,7119,0.8011595606803894,10409,8,7119
573,4098,2368,0.8517951965332031,2429,3,2368
574,7146,2592,0.7189750671386719,4693,8,2592
575,7152,5414,0.7997032403945923,4212,8,5414
576,7157,3832,0.842438817024231,1844,6,3832
577,763,1693,0.876667857170105,1483,8,1693
578,6649,3770,0.8520878553390503,365,2,3770
579,2527,7175,0.7141197323799133,17742,8,7175
