user_id,target_item_id,query_item,similarity_to_target,rank,history_length,most_similar_history_item
393,3256,3255,0.6333298683166504,11841,7,3255
394,3263,3262,0.8142629265785217,25,5,3262
395,3269,3268,0.7307279109954834,2446,6,3268
396,3282,3281,0.5776126980781555,14458,8,3281
397,467,3259,0.5842229723930359,12815,2,3259
398,3310,3113,0.6652178764343262,9410,8,3113
399,3313,3312,0.732473611831665,4190,2,3312
400,409,3316,0.6557449698448181,3236,3,3316
401,1932,130,0.693848192691803,6872,5,130
402,3325,1560,0.8257570266723633,108,8,1560
403,2204,1398,0.766494631767273,1624,4,1398
404,3332,3331,0.6127046942710876,7158,8,3331
405,1926,3331,0.757737398147583,52,2,3331
406,3331,3173,0.7291433811187744,279,2,3173
407,3343,3331,0.6084279417991638,7995,8,3331
408,594,3331,0.5854414701461792,12297,2,3331
409,3370,3368,0.6661373972892761,3528,8,3368
410,3376,3375,0.5633710622787476,14749,4,3375
411,3373,3380,0.5644293427467346,16262,3,3380
412,3386,3385,0.6377025842666626,10259,7,3385
413,3389,3388,0.7094948291778564,1645,6,3388
414,3396,2508,0.6944770812988281,3275,8,2508
415,3398,762,0.5936121344566345,8769,4,762
416,3399,314,0.569363534450531,18089,2,314
417,3405,3373,0.6940305829048157,223,4,3373
418,3417,3416,0.6544229984283447,11188,8,3416
419,3420,3224,0.6804267764091492,1801,2,3224
420,3423,3422,0.8485249876976013,90,4,3422
421,3431,3430,0.7393083572387695,2768,8,3430
422,3483,3481,0.8456910252571106,44,8,3481
423,2036,3530,0.6183456182479858,11401,8,3530
424,3536,1991,0.8222647905349731,335,2,1991
425,1308,3539,0.6156702041625977,9915,5,3539
426,3540,3414,0.8002839088439941,464,2,3414
427,3056,47,0.7987398505210876,462,8,47
428,3557,3448,0.670926570892334,7164,3,3448
429,3428,1822,0.5811452865600586,10869,2,1822
430,3563,3562,0.72407066822052,5660,4,3562
431,2087,752,0.6882675886154175,2783,8,752
432,3577,2217,0.8063951134681702,683,8,2217
433,3581,3580,0.8582531213760376,50,3,3580
434,3588,3584,0.7577905058860779,517,6,3584
435,3565,3592,0.9284956455230713,4,6,3592
436,3565,3577,0.7826232314109802,1193,3,3577
437,29,1065,0.5973687171936035,14170,4,1065
438,1320,3601,0.7728099822998047,358,3,3601
439,3605,3604,0.7779065370559692,1308,5,3604
440,1265,3621,0.8556138873100281,89,8,3621
441,3572,3615,0.869053840637207,72,3,3615
442,3634,1529,0.5676317811012268,17100,8,1529
443,3638,1733,0.6507303714752197,1980,3,1733
444,2950,934,0.7290788888931274,560,8,934
445,72,378,0.6328756809234619,12073,2,378
446,3659,3653,0.8813674449920654,8,8,3653
447,1050,621,0.6463807225227356,9542,6,621
448,3665,1866,0.7655704021453857,428,3,1866
449,3668,965,0.8340832591056824,204,2,965
450,3615,1656,0.8331813812255859,270,8,1656
451,3689,3684,0.7556531429290771,868,8,3684
452,899,2362,0.6895785331726074,3965,8,2362
453,3699,3698,0.7277818918228149,3836,3,3698
454,3706,3705,0.6038053035736084,10738,6,3705
455,3716,1471,0.731925904750824,663,8,1471
456,3723,3695,0.6714439988136292,5047,8,3695
457,3729,3695,0.7869806289672852,1083,6,3695
458,520,392,0.8572578430175781,11,4,392
459,3695,3733,0.8815943002700806,35,8,3733
460,3737,3736,0.8056631684303284,12,3,3736
461,3743,3742,0.8148446679115295,118,5,3742
462,3748,3747,0.7195495963096619,3288,2,3747
463,3753,1071,0.8249364495277405,114,4,1071
464,3759,1711,0.6534755825996399,9138,7,1711
465,3761,3750,0.6367459297180176,6754,2,3750
466,1629,2934,0.6701428890228271,8039,3,2934
467,3766,3765,0.7695556282997131,41,3,3765
468,3516,3786,0.8126800060272217,289,8,3786
469,3750,2362,0.7317437529563904,1880,8,2362
470,412,3807,0.5895515084266663,16107,8,3807
471,3823,3822,0.767149806022644,1477,8,3822
472,1229,3831,0.6697713136672974,9168,8,3831
473,3836,3833,0.7597495913505554,1455,8,3833
474,3862,3858,0.6974766254425049,4233,8,3858
475,46,2778,0.7282216548919678,3389,5,2778
476,2029,3488,0.588902473449707,13596,6,3488
477,3907,2588,0.7141595482826233,5898,8,2588
478,3918,3913,0.8009060621261597,150,8,3913
479,2356,346,0.6261293888092041,10082,8,346
480,3922,2192,0.8100072145462036,521,2,2192
481,3939,3938,0.6555173397064209,4770,8,3938
482,3942,3941,0.6765309572219849,2204,2,3941
483,3946,523,0.7065662741661072,2902,3,523
484,3931,3981,0.6770973801612854,3054,8,3981
485,3578,2217,0.8786407709121704,50,8,2217
486,4011,3032,0.6899465322494507,4376,3,3032
487,4014,4013,0.762397050857544,57,4,4013
488,4016,2356,0.6608730554580688,5484,3,2356
489,4020,4017,0.7735790014266968,2974,4,4017
490,4024,1210,0.7334730625152588,2558,4,1210
491,518,554,0.612747848033905,13314,8,554
492,4039,4038,0.6849954724311829,5279,8,4038
493,4050,4045,0.9567164182662964,1,8,4045
494,4057,4056,0.616064727306366,15489,7,4056
495,3770,3726,0.6179294586181641,6803,2,3726
496,4076,4073,0.8240036368370056,758,8,4073
497,4086,1404,0.7204025983810425,1533,8,1404
498,636,2761,0.7000943422317505,4595,4,2761
499,3770,4091,0.6138348579406738,11839,3,4091
500,4094,2362,0.7151618003845215,2318,5,2362
501,2361,3906,0.634596586227417,11457,3,3906
502,4132,2459,0.7791244983673096,428,8,2459
503,135,4135,0.637312650680542,8665,3,4135
504,4071,4139,0.8085273504257202,712,6,4139
505,4150,4149,0.8295150399208069,55,8,4149
506,2381,4157,0.6931441426277161,6957,8,4157
507,4159,3511,0.678466796875,3378,3,3511
508,756,816,0.5832542777061462,14721,3,816
509,4170,1064,0.6639291048049927,10003,8,1064
510,588,4172,0.609660804271698,11896,2,4172
511,3770,4175,0.6958179473876953,7356,2,4175
512,4176,2,0.7337691187858582,2856,2,2
513,3928,1397,0.703251838684082,2533,2,1397
514,4182,649,0.6153502464294434,13568,3,649
515,2828,4186,0.7720237970352173,292,8,4186
516,97,4189,0.7222416400909424,923,4,4189
517,2858,2726,0.7614045739173889,1666,5,2726
518,468,3770,0.7074688673019409,2081,8,3770
519,2107,3773,0.6299415826797485,11980,5,3773
520,1760,1891,0.8128772974014282,522,5,1891
521,4207,3928,0.6514986753463745,13829,4,3928
522,4008,4209,0.6751469373703003,3350,2,4209
523,3707,4211,0.8644164800643921,11,2,4211
524,4215,1964,0.8140263557434082,41,6,1964
525,4223,4222,0.5998846292495728,15488,8,4222
526,2334,2612,0.5843037366867065,13816,2,2612
527,1388,649,0.7015465497970581,1592,4,649
528,4232,4194,0.6576097011566162,3537,8,4194
529,604,4255,0.6939767599105835,643,8,4255
530,4258,2997,0.7198936939239502,1921,5,2997
531,2566,997,0.665371298789978,5983,5,997
532,1984,820,0.597345232963562,12322,2,820
533,4262,2269,0.5579552054405212,15156,2,2269
534,4267,4266,0.7589622139930725,2018,4,4266
535,3516,4262,0.6508384346961975,2474,5,4262
536,4262,4270,0.5876935720443726,13827,2,4270
537,1882,4274,0.8903307914733887,2,4,4274
538,2614,577,0.68754643201828,7312,3,577
539,2689,1952,0.7843986749649048,602,7,1952
540,4283,4282,0.7698138356208801,1480,7,4282
541,4288,4286,0.6483467817306519,8053,3,4286
542,4293,4292,0.7028201818466187,1237,4,4292
543,3342,4295,0.6644942760467529,3015,2,4295
544,4298,4294,0.6961067914962769,503,2,4294
545,614,4309,0.7372062802314758,1168,8,4309
546,4313,1840,0.6212509870529175,6707,2,1840
547,856,4294,0.7508774995803833,35,2,4294
548,4321,4318,0.6332389116287231,955,4,4318
549,198,3165,0.6272146701812744,8094,6,3165
550,4327,4326,0.9100927114486694,4,2,4326
551,4329,1780,0.619824230670929,14849,2,1780
552,4068,1122,0.8106020092964172,373,4,1122
553,4334,4333,0.5944441556930542,18003,2,4333
554,1013,4343,0.8611828088760376,26,8,4343
555,940,4347,0.757442831993103,1386,8,4347
556,1363,1527,0.6636241674423218,10797,8,1527
557,2138,4365,0.6772708892822266,4234,8,4365
558,3826,2415,0.8206637501716614,102,4,2415
559,492,4372,0.6209058165550232,9988,3,4372
560,1546,3473,0.614651620388031,8364,8,3473
561,4297,4382,0.8329426646232605,26,5,4382
562,1656,1122,0.9508291482925415,1,8,1122
563,492,4392,0.7028790712356567,3550,3,4392
564,4398,4397,0.6965906620025635,4213,8,4397
565,4404,4403,0.6531084775924683,5920,5,4403
566,713,2447,0.7007404565811157,7049,2,2447
567,4405,526,0.8266102075576782,20,2,526
568,2578,359,0.7306197881698608,479,4,359
569,4409,513,0.6148313283920288,11763,2,513
570,2717,4411,0.5694084167480469,16659,5,4411
571,492,4414,0.6096513271331787,10255,2,4414
572,4568,44,0.7203018665313721,5249,8,44
573,4570,1398,0.7865146994590759,1268,2,1398
574,492,4579,0.6758065819740295,5907,8,4579
575,4581,829,0.783547043800354,180,2,829
576,492,2362,0.7900012135505676,955,8,2362
577,282,1239,0.6421859264373779,2892,4,1239
578,4588,4382,0.703802764415741,2934,7,4382
579,4590,2413,0.6269428730010986,4513,3,2413
580,3044,464,0.7039769887924194,4155,6,464
581,3392,3772,0.7667044401168823,1822,3,3772
582,487,4598,0.6181783080101013,8667,4,4598
583,4601,1525,0.5836342573165894,11024,7,1525
584,3222,4603,0.6226120591163635,6320,4,4603
585,4605,492,0.6955757141113281,4134,2,492
586,4608,1299,0.618864119052887,7057,2,1299
587,1369,4634,0.7797571420669556,121,8,4634
588,2922,2183,0.6355421543121338,14349,8,2183
589,4651,4650,0.5434286594390869,17837,8,4650
590,649,1706,0.6754990816116333,7742,8,1706
