user_id,target_item_id,query_item,similarity_to_target,rank,history_length,most_similar_history_item
98,1085,1084,0.9069245457649231,2,2,1084
99,1091,1090,0.78754723072052,792,5,1090
100,523,521,0.8222007155418396,17,8,521
101,1105,1019,0.8954532146453857,6,8,1019
102,494,1114,0.8164665699005127,219,8,1114
103,1125,621,0.7883065342903137,822,8,621
104,1109,1131,0.655396044254303,9418,5,1131
105,1109,1135,0.7151389122009277,4350,6,1135
106,1148,1144,0.7902828454971313,846,8,1144
107,415,1151,0.7284439206123352,924,4,1151
108,1109,1182,0.5531433820724487,11968,8,1182
109,1185,1184,0.6905603408813477,5943,3,1184
110,1188,1187,0.7507808208465576,1367,6,1187
111,1205,1199,0.7546263933181763,6162,8,1199
112,802,1208,0.7626110315322876,370,3,1208
113,1213,1212,0.7535741329193115,528,2,1212
114,338,1237,0.5885730981826782,6200,8,1237
115,1242,1109,0.8386216163635254,70,4,1109
116,1109,1246,0.7365385293960571,3475,3,1246
117,333,53,0.6946348547935486,3766,5,53
118,1274,1273,0.7894100546836853,246,8,1273
119,554,1295,0.7550609707832336,2010,8,1295
120,1304,1303,0.8607507348060608,14,3,1303
121,511,1308,0.8014014959335327,172,5,1308
122,1152,1314,0.7081427574157715,4782,8,1314
123,1316,1315,0.6973732113838196,894,2,1315
124,1320,1319,0.6376091241836548,10767,2,1319
125,1325,1323,0.6973686814308167,3934,3,1323
126,1333,1332,0.6854466199874878,3169,8,1332
127,830,39,0.7502083778381348,1121,2,39
128,1337,453,0.6679651737213135,7132,2,453
129,1345,158,0.7535291910171509,1056,8,158
130,1351,1109,0.783139705657959,270,5,1109
131,1355,1354,0.7228295803070068,3630,4,1354
132,1372,181,0.9374818801879883,2,8,181
133,1375,92,0.7040791511535645,5562,2,92
134,1109,1379,0.6057397127151489,11783,3,1379
135,1382,1109,0.6173990964889526,8580,2,1109
136,1423,1422,0.7826515436172485,282,8,1422
137,1438,1437,0.708849310874939,5117,8,1437
138,1443,1441,0.6573373079299927,7436,3,1441
139,1449,511,0.6954081058502197,7407,5,511
140,1446,1451,0.6986639499664307,5625,2,1451
141,1453,1452,0.596043586730957,11151,4,1452
142,851,1459,0.8168529272079468,212,8,1459
143,554,1465,0.7437243461608887,2292,6,1465
144,1468,1467,0.6805917024612427,6447,3,1467
145,545,1112,0.7497052550315857,2279,6,1112
146,1481,1356,0.6912649869918823,6243,8,1356
147,1484,1109,0.7123165130615234,1433,4,1109
148,1046,1487,0.7259234189987183,3481,3,1487
149,1492,1109,0.6662881970405579,3684,5,1109
150,1496,1495,0.6695157289505005,2556,2,1495
151,1515,1514,0.8775299787521362,12,8,1514
152,1520,1519,0.815762996673584,119,7,1519
153,1525,286,0.7340468764305115,2580,5,286
154,1530,1529,0.7930756211280823,146,2,1529
155,1537,1525,0.7839019298553467,893,8,1525
156,1549,1548,0.7814100980758667,855,8,1548
157,1560,1559,0.6685328483581543,10634,8,1559
158,34,1566,0.6763997077941895,9039,5,1566
159,1571,1570,0.8222887516021729,110,3,1570
160,1117,1573,0.721223771572113,2463,3,1573
161,1582,659,0.8952208757400513,1,8,659
162,1587,1585,0.6771296262741089,4046,4,1585
163,478,1593,0.7043007612228394,3387,7,1593
164,1599,851,0.8202345371246338,192,6,851
165,1603,1564,0.7040923237800598,5823,2,1564
166,1621,1620,0.6979907751083374,8769,8,1620
167,1624,1623,0.7314546704292297,7160,2,1623
168,1651,1650,0.7511635422706604,2177,8,1650
169,1682,1679,0.7095533609390259,4942,8,1679
170,1686,1405,0.8617950081825256,39,6,1405
171,378,1689,0.6783753633499146,6546,3,1689
172,1697,1696,0.7754886150360107,1010,8,1696
173,1475,1701,0.8080307245254517,214,8,1701
174,1564,709,0.7564131617546082,2220,8,709
175,1719,1138,0.6761380434036255,8766,5,1138
176,1725,1723,0.7396025657653809,4385,6,1723
177,1728,1618,0.6312254071235657,10905,3,1618
178,374,1644,0.7392335534095764,1980,8,1644
179,1850,773,0.8278717994689941,113,8,773
180,1854,1134,0.6950854063034058,5603,7,1134
181,1553,1564,0.7049705386161804,5732,6,1564
182,1867,422,0.7833222150802612,739,8,422
183,1874,1873,0.7096732258796692,3825,6,1873
184,1882,1881,0.6185510754585266,9873,8,1881
185,1827,1888,0.7135992050170898,5602,6,1888
186,1173,1107,0.7696688771247864,1387,8,1107
187,1899,1898,0.8573756217956543,148,3,1898
188,1564,1521,0.7288306951522827,5088,4,1521
189,1906,263,0.7426501512527466,2582,2,263
190,1913,102,0.7216438055038452,7568,8,102
191,857,1919,0.6791138648986816,3990,5,1919
192,1687,1564,0.864029049873352,17,6,1564
193,1613,1564,0.8849430084228516,8,2,1564
194,844,1933,0.7639591097831726,1783,8,1933
195,1693,1936,0.7331504225730896,3111,2,1936
196,1947,1942,0.7881714105606079,1116,8,1942
197,972,1955,0.6517117619514465,10728,8,1955
198,1986,1314,0.7136961817741394,4026,8,1314
199,1991,1990,0.6207546591758728,9418,4,1990
200,529,2020,0.7350200414657593,3746,8,2020
201,2024,2023,0.7116955518722534,5829,3,2023
202,1108,2047,0.736405611038208,3114,8,2047
203,2061,2060,0.8141324520111084,365,8,2060
204,1688,1564,0.8168786764144897,167,2,1564
205,2077,2076,0.7458727359771729,2095,8,2076
206,539,1576,0.7816183567047119,1030,8,1576
207,2090,1564,0.7806676626205444,574,2,1564
208,2125,2124,0.7048819661140442,2799,8,2124
209,20,1007,0.6659468412399292,11493,5,1007
210,2129,511,0.6985507011413574,7107,2,511
211,2133,2132,0.7115957140922546,7184,5,2132
212,2136,1148,0.7360004186630249,3978,2,1148
213,2143,2142,0.6266552805900574,10123,8,2142
214,2147,1148,0.8822770118713379,10,4,1148
215,2151,1391,0.6888349652290344,6136,3,1391
216,1622,1148,0.742999792098999,3291,8,1148
217,2080,2161,0.8382135629653931,23,8,2161
218,2166,2165,0.719768762588501,446,2,2165
219,2171,1598,0.6769711375236511,8980,6,1598
220,2181,2180,0.6972559690475464,9262,8,2180
221,2188,1766,0.7221064567565918,3696,8,1766
222,1211,1991,0.6359773278236389,10302,3,1991
223,2193,2192,0.7158212661743164,5943,5,2192
224,2196,2195,0.7127220630645752,6654,5,2195
225,1605,1236,0.7757821083068848,2357,8,1236
226,2278,2277,0.751939058303833,1287,3,2277
227,2286,1831,0.691645085811615,5940,8,1831
228,1148,2288,0.7078813314437866,6622,2,2288
229,2293,2291,0.792723536491394,371,3,2291
230,2310,2309,0.8952266573905945,2,8,2309
231,2317,2314,0.8131343722343445,702,5,2314
232,1400,1553,0.9149832129478455,3,2,1553
233,2326,1618,0.6143772602081299,11562,7,1618
234,1595,12,0.7386949062347412,2455,3,12
235,20,2338,0.8411061763763428,52,8,2338
236,24,2341,0.7625945210456848,1662,2,2341
237,1618,543,0.643505334854126,6676,2,543
238,2342,1134,0.679858922958374,7257,2,1134
239,2394,2393,0.9619229435920715,1,8,2393
240,2404,2403,0.8191421031951904,124,8,2403
241,2406,2405,0.6285983324050903,10910,2,2405
242,2179,2411,0.720881462097168,2236,6,2411
243,2424,2420,0.6806938648223877,5529,8,2420
244,976,1609,0.7965490818023682,677,8,1609
245,2446,1143,0.7784150242805481,1091,8,1143
246,2455,2454,0.6205617189407349,11275,8,2454
247,1112,2458,0.7723898887634277,1393,6,2458
248,2462,1618,0.6923283338546753,5037,4,1618
249,2466,2465,0.7834856510162354,1081,2,2465
250,1475,1206,0.6717978715896606,9215,3,1206
251,1622,2476,0.6477123498916626,8415,8,2476
252,1618,2484,0.6817767024040222,6106,8,2484
253,2487,1618,0.8327863216400146,131,5,1618
254,2492,2491,0.6241965889930725,11464,7,2491
255,2109,545,0.7768604755401611,497,4,545
256,1618,2500,0.832387387752533,69,4,2500
257,2505,1112,0.7448968887329102,2644,4,1112
258,1792,1322,0.8256059885025024,134,5,1322
259,2520,2519,0.7100968360900879,3855,8,2519
260,20,1831,0.7905108332633972,338,2,1831
261,2537,2536,0.6357096433639526,10521,8,2536
262,2541,2540,0.6990666389465332,7425,2,2540
263,1361,465,0.6820363998413086,9911,8,465
264,2555,2554,0.760644793510437,1342,3,2554
265,2142,2573,0.8003714084625244,108,8,2573
266,762,969,0.6957822442054749,3321,8,969
267,2623,1619,0.5961693525314331,11910,8,1619
268,2633,2632,0.7727012634277344,1050,8,2632
269,1074,905,0.7559924125671387,2131,7,905
270,2641,2640,0.7819617986679077,409,3,2640
271,2648,2647,0.7313562631607056,3690,4,2647
272,2648,102,0.7918387055397034,417,2,102
273,668,2657,0.6241568326950073,11636,8,2657
274,279,1361,0.6191278696060181,11161,8,1361
275,2669,2667,0.7613241672515869,626,8,2667
276,521,1096,0.8589856028556824,21,2,1096
277,775,33,0.7056158781051636,3657,8,33
278,2682,2681,0.8719555139541626,11,3,2681
279,24,1872,0.7073929309844971,5345,8,1872
280,2691,2690,0.72626793384552,4387,5,2690
281,2696,2695,0.7812482118606567,1101,4,2695
282,2720,616,0.7222595810890198,5472,8,616
283,2724,2297,0.8683715462684631,18,5,2297
284,2733,2730,0.755334734916687,1004,8,2730
285,888,2737,0.7907256484031677,1751,6,2737
286,2739,2724,0.8090893626213074,432,2,2724
287,2744,2743,0.6691967248916626,8381,5,2743
288,2750,1210,0.857970118522644,29,7,1210
289,928,2759,0.718527615070343,6102,8,2759
290,2762,1535,0.7132785320281982,5135,3,1535
291,2765,2764,0.6307926774024963,7881,3,2764
292,762,2769,0.7718609571456909,366,8,2769
293,2774,2739,0.7046376466751099,7137,5,2739
294,2655,2719,0.6340597867965698,10026,3,2719
295,1535,2520,0.7188751697540283,2478,4,2520
296,2780,2779,0.6742706298828125,9022,2,2779
297,1535,2785,0.6987629532814026,3830,3,2785
298,2788,2787,0.572772741317749,11502,5,2787
299,2790,856,0.696379542350769,3140,2,856
300,122,2793,0.6642096638679504,10451,8,2793
301,1535,2797,0.7674222588539124,868,3,2797
302,2800,2799,0.6932952404022217,2450,2,2799
303,2825,2822,0.8052012920379639,189,8,2822
304,2829,2828,0.7278169393539429,4064,3,2828
305,2832,2828,0.7425380945205688,2812,2,2828
306,2836,2834,0.7568603754043579,569,2,2834
307,2844,2841,0.7090185880661011,5212,8,2841
308,2003,2847,0.8557348251342773,42,8,2847
309,2855,2854,0.8286901116371155,115,4,2854
310,2857,1535,0.7808494567871094,1108,3,1535
311,2867,2861,0.7791750431060791,1077,8,2861
312,583,95,0.5939462184906006,9940,3,95
313,2356,2875,0.710840106010437,5267,8,2875
314,2880,1535,0.6474072337150574,10779,4,1535
315,1064,2884,0.741387128829956,2633,5,2884
316,245,1745,0.6653232574462891,7425,4,1745
317,2499,2887,0.7735865116119385,924,4,2887
318,399,2898,0.8243919610977173,70,8,2898
319,2901,1535,0.8150153160095215,248,3,1535
320,1467,1436,0.6642210483551025,9021,4,1436
321,853,2909,0.7210659980773926,6249,6,2909
322,2912,2911,0.7266235947608948,4520,2,2911
323,2925,2924,0.7743945717811584,334,8,2924
324,853,2929,0.7945303916931152,1125,3,2929
325,799,714,0.7540420293807983,2756,2,714
326,2935,2934,0.674258828163147,9223,3,2934
327,849,2940,0.9150092005729675,2,8,2940
328,2942,2941,0.7327055335044861,1166,2,2941
329,2947,669,0.921981692314148,4,4,669
330,853,2951,0.7621561288833618,1422,5,2951
331,717,2953,0.8965595364570618,11,2,2953
332,2957,853,0.7177035808563232,3661,5,853
333,2962,2961,0.6386777758598328,6903,5,2961
334,430,1300,0.6794260740280151,5825,8,1300
335,2976,2973,0.6713927388191223,4504,4,2973
336,2736,1965,0.7808214426040649,1164,4,1965
337,2982,1490,0.7481334209442139,2066,6,1490
338,3000,2999,0.5939261317253113,11990,8,2999
339,3009,1738,0.7033525705337524,4819,8,1738
340,2632,3014,0.8047649264335632,227,8,3014
341,2395,3037,0.7249014377593994,4474,8,3037
342,3019,3041,0.6444637775421143,9989,2,3041
343,657,3044,0.721057653427124,4513,2,3044
344,3046,797,0.6751636266708374,7550,2,797
345,3051,3050,0.646344780921936,11819,5,3050
346,2703,3054,0.7013572454452515,4182,2,3054
347,2615,2515,0.7237380743026733,4577,7,2515
348,959,708,0.708903968334198,4038,8,708
349,651,3068,0.7650890350341797,2130,8,3068
350,3072,3070,0.7041363716125488,5859,3,3070
351,3076,2798,0.8246376514434814,27,2,2798
352,3092,3091,0.812636137008667,198,8,3091
353,3078,3100,0.9236186742782593,8,8,3100
354,881,3078,0.736185610294342,1491,3,3078
355,3104,3103,0.7302611470222473,1917,2,3103
356,3107,3078,0.7065975666046143,3910,2,3078
357,3123,3121,0.8168166875839233,249,8,3121
358,3078,3127,0.7191515564918518,3634,3,3127
359,395,3135,0.7465745210647583,1788,8,3135
360,3036,3137,0.7180200815200806,3760,4,3137
361,3141,3140,0.8577521443367004,7,3,3140
362,3153,3152,0.6339588761329651,6021,8,3152
363,3159,3158,0.6927216053009033,5291,8,3158
364,3168,3164,0.7565807700157166,839,8,3164
365,3173,3172,0.6909853219985962,7790,5,3172
366,2454,2144,0.6911637783050537,6491,2,2144
367,2975,3100,0.9335495233535767,6,8,3100
368,1974,3188,0.7291128635406494,2124,8,3188
369,3100,3190,0.6964943408966064,7344,7,3190
370,3194,3193,0.8529138565063477,26,4,3193
371,1599,3100,0.8205726146697998,100,7,3100
372,2725,3203,0.7203381061553955,6283,4,3203
373,3207,3100,0.7497457265853882,2592,5,3100
374,3210,2491,0.7103465795516968,3650,8,2491
375,550,3215,0.6886348724365234,5380,8,3215
376,3100,3219,0.7956985235214233,354,2,3219
377,594,3220,0.8551293015480042,25,6,3220
378,3235,3098,0.7500473856925964,2681,8,3098
379,3249,1293,0.7146828174591064,6529,8,1293
380,801,491,0.743868350982666,2878,8,491
381,881,3260,0.7369935512542725,1448,3,3260
382,1156,1489,0.7503165006637573,1808,4,1489
383,2880,3263,0.609805703163147,11972,2,3263
384,1943,670,0.7952369451522827,496,5,670
385,3100,3266,0.7139493227005005,3102,2,3266
386,3269,2248,0.7124294638633728,5569,5,2248
387,3280,937,0.7100206017494202,4139,8,937
388,333,3100,0.8328078985214233,43,8,3100
389,3293,3292,0.7455559968948364,424,6,3292
390,1337,3296,0.6519485712051392,6133,2,3296
391,3299,1090,0.7049573063850403,6591,3,1090
392,3308,3307,0.7221413850784302,4175,8,3307
393,828,1272,0.6409029960632324,10550,3,1272
394,1211,371,0.7056267261505127,7972,3,371
395,860,2360,0.5859441161155701,11142,5,2360
396,3324,1024,0.7142347097396851,4884,8,1024
397,3337,3336,0.6153577566146851,11613,8,3336
398,3341,2433,0.6851639747619629,9582,3,2433
399,3351,668,0.7758554220199585,240,8,668
400,3353,2686,0.6971672773361206,7703,3,2686
401,3363,3329,0.7449098229408264,2893,8,3329
402,3365,851,0.7562811970710754,2881,5,851
403,1484,3372,0.5992717742919922,11184,8,3372
404,2144,1595,0.7421107292175293,3375,8,1595
405,1108,3413,0.8454705476760864,48,2,3413
406,3430,578,0.7306323051452637,3146,8,578
407,3433,1905,0.7901285886764526,1810,2,1905
408,738,1580,0.7282361388206482,4053,8,1580
409,3445,3444,0.702202320098877,5682,8,3444
410,1807,3466,0.6118691563606262,10258,8,3466
411,3479,3478,0.7173099517822266,4288,8,3478
412,136,2501,0.795363187789917,544,8,2501
413,3492,2686,0.7186492681503296,5891,2,2686
414,3560,3555,0.661081075668335,8356,8,3555
415,892,3564,0.6580350399017334,5725,6,3564
416,3565,2686,0.7067692279815674,6898,3,2686
417,1519,3570,0.7750279903411865,798,5,3570
418,633,560,0.7508512735366821,1979,5,560
419,3575,849,0.769298791885376,1982,2,849
420,3580,3579,0.8571348786354065,85,8,3579
421,3587,3586,0.696284830570221,3698,7,3586
422,2885,2686,0.7431654334068298,3778,2,2686
423,3591,3590,0.8769118785858154,2,2,3590
424,3637,990,0.7412283420562744,3085,8,990
425,1027,345,0.8338309526443481,95,5,345
426,2994,1518,0.6181434392929077,11186,6,1518
427,3649,711,0.7652603387832642,2272,8,711
428,3636,2686,0.9126065969467163,1,3,2686
429,3655,1498,0.8016101121902466,101,2,1498
430,861,3658,0.6464105844497681,6986,7,3658
431,3432,3077,0.711646318435669,4848,8,3077
432,3664,3662,0.7391586303710938,2674,3,3662
433,2953,3666,0.7368544340133667,1312,2,3666
434,2248,3663,0.7389180660247803,2182,5,3663
435,3695,3694,0.6571822166442871,9041,8,3694
436,3698,270,0.6805953979492188,5886,7,270
437,3663,3700,0.7667004466056824,2207,2,3700
438,1859,256,0.6908336877822876,4970,3,256
439,2195,3705,0.7181193828582764,3851,2,3705
440,3738,3735,0.7953542470932007,1318,8,3735
441,1041,3740,0.7930371761322021,1049,2,3740
442,3742,1753,0.711340069770813,1463,3,1753
443,2210,2099,0.8572325706481934,87,3,2099
444,2854,1193,0.681432843208313,6547,3,1193
445,3746,3745,0.7307028770446777,4372,2,3745
446,1497,609,0.6937055587768555,7845,4,609
447,3532,816,0.8112928867340088,817,7,816
448,1056,3099,0.765851616859436,1201,8,3099
449,1988,3762,0.7848217487335205,233,2,3762
450,3765,3636,0.7031126022338867,6333,2,3636
451,1409,3768,0.7325661182403564,5694,8,3768
452,3774,3773,0.7484822273254395,5009,4,3773
453,2107,3770,0.8511815071105957,71,8,3770
454,2738,2550,0.9159008264541626,9,8,2550
455,3227,3770,0.825428307056427,258,3,3770
456,3792,3791,0.7480520009994507,1852,2,3791
457,3796,3770,0.7815890312194824,1686,2,3770
458,3811,3808,0.7720044851303101,2583,8,3808
459,3816,3815,0.7073804140090942,2298,4,3815
460,2137,3821,0.9370190501213074,1,5,3821
461,862,1800,0.7222788333892822,3368,4,1800
462,1702,3072,0.6882945895195007,5795,3,3072
463,801,3828,0.7499405145645142,867,6,3828
464,1002,1382,0.712785005569458,3378,6,1382
465,3836,3804,0.6691364645957947,8230,6,3804
466,3840,3839,0.7167049050331116,5895,3,3839
467,2638,891,0.645571231842041,10335,8,891
468,3857,693,0.7465384006500244,5761,2,693
469,296,2398,0.8136394619941711,289,5,2398
470,1482,3864,0.829836368560791,181,8,3864
471,416,3532,0.8961354494094849,19,8,3532
472,3877,3876,0.7796465754508972,814,2,3876
473,3882,3879,0.7200735211372375,4393,7,3879
474,3886,531,0.6946252584457397,5841,4,531
475,1350,1894,0.8350492715835571,141,8,1894
476,3898,966,0.7716042399406433,537,2,966
477,3902,3900,0.7172958254814148,8140,4,3900
478,1859,2333,0.8097251653671265,111,8,2333
479,3917,3916,0.6875652074813843,7980,2,3916
480,3925,2963,0.6778426766395569,3571,8,2963
481,3931,2704,0.6218205690383911,10225,7,2704
482,1136,797,0.8297532796859741,40,8,797
483,3945,2963,0.6800488233566284,3421,3,2963
484,3952,3951,0.7388010025024414,915,7,3951
485,3956,3954,0.6546632051467896,9524,3,3954
486,2203,790,0.7688419222831726,122,8,790
487,3966,3965,0.7644652128219604,1404,4,3965
488,3972,3971,0.8016859889030457,114,4,3971
489,577,3997,0.7405253648757935,2547,8,3997
490,2888,4000,0.6637231111526489,6652,3,4000
491,4002,271,0.7110110521316528,3774,2,271
492,511,4008,0.7323834896087646,2613,8,4008
493,2188,2337,0.7760580778121948,1996,4,2337
494,3970,3032,0.6609821915626526,7753,2,3032
495,1096,4014,0.6374406814575195,8046,2,4014
496,2562,529,0.7804769277572632,1554,5,529
497,4019,1096,0.8698704242706299,14,3,1096
498,4025,4023,0.6461620330810547,11228,8,4023
499,4030,2693,0.7639318704605103,3012,8,2693
500,3832,4034,0.7315260171890259,5067,7,4034
501,3107,1096,0.8238065838813782,162,2,1096
502,422,4038,0.7214267253875732,7474,6,4038
503,1120,2926,0.7299181222915649,2622,8,2926
504,3139,1096,0.7644827365875244,2494,2,1096
505,2238,4060,0.6472272872924805,8527,6,4060
506,521,4062,0.6800310015678406,5774,3,4062
507,3823,4067,0.6901533603668213,7666,8,4067
508,4071,1138,0.8527994155883789,56,8,1138
509,1381,1211,0.6797475218772888,6051,4,1211
510,327,4074,0.7159531116485596,5811,3,4074
511,3769,1723,0.7852131724357605,700,8,1723
512,4088,4087,0.8258324861526489,105,3,4087
513,343,3146,0.7854258418083191,2018,2,3146
514,4103,2722,0.7004333734512329,7602,8,2722
515,737,4104,0.7457188367843628,1198,2,4104
516,862,4115,0.6338768005371094,8451,8,4115
517,1526,529,0.7910103797912598,864,2,529
518,1034,726,0.7388840317726135,4200,5,726
519,4123,523,0.7377541065216064,2542,2,523
520,2405,4138,0.7268210649490356,2971,8,4138
521,4142,799,0.739936351776123,697,4,799
522,1876,2235,0.73503178358078,4776,8,2235
523,1481,169,0.7651752829551697,2997,8,169
524,1112,4034,0.7465492486953735,3778,4,4034
525,4180,820,0.7067369222640991,4649,8,820
526,1337,4185,0.7176334857940674,1213,8,4185
527,523,1491,0.6274811029434204,8988,3,1491
528,3095,2691,0.7841486930847168,1148,8,2691
529,4192,523,0.8442349433898926,29,8,523
530,4196,523,0.7269853353500366,3238,8,523
531,4200,4199,0.8535441160202026,18,2,4199
532,4206,4205,0.5849742889404297,12021,4,4205
533,521,523,0.8222007155418396,88,3,523
534,523,1129,0.7741031050682068,1738,8,1129
535,1647,343,0.7725229263305664,1081,8,343
536,4226,4225,0.7113733291625977,2812,8,4225
537,2486,1503,0.7068696022033691,4565,8,1503
538,3730,1265,0.8219874501228333,218,5,1265
539,4250,523,0.715275228023529,4030,2,523
540,3889,3329,0.8553035259246826,11,3,3329
541,1471,21,0.7316670417785645,3246,8,21
542,523,4255,0.7150939702987671,6503,2,4255
543,4261,1872,0.6838095784187317,7908,8,1872
544,191,1674,0.8282189965248108,102,6,1674
545,523,4263,0.6848839521408081,5104,2,4263
546,523,1760,0.6652783751487732,9161,3,1760
547,3298,4268,0.6373398900032043,10338,8,4268
548,4281,227,0.8040709495544434,162,8,227
549,4285,2492,0.713438868522644,2631,6,2492
550,2114,986,0.7199475765228271,2727,7,986
551,4290,4076,0.7025058269500732,3422,3,4076
552,3375,1674,0.727514922618866,4046,3,1674
553,4295,1962,0.7387834191322327,2141,7,1962
554,1438,4299,0.6133026480674744,10112,8,4299
555,4307,4306,0.6878542900085449,8763,8,4306
556,1674,2188,0.7411423921585083,2347,2,2188
557,4314,4313,0.7790526747703552,1053,6,4313
558,1674,4319,0.7594112753868103,1441,5,4319
559,642,3761,0.7257447242736816,2076,4,3761
560,717,829,0.7539796233177185,1322,5,829
561,4337,2026,0.8185747861862183,135,8,2026
562,3510,856,0.7631843090057373,169,8,856
563,4053,1319,0.7613891363143921,758,2,1319
564,524,4354,0.673810601234436,7521,2,4354
565,4367,227,0.7793842554092407,716,8,227
566,4379,4378,0.764477550983429,588,8,4378
567,4217,4386,0.7340678572654724,954,8,4386
568,1674,3361,0.791444718837738,565,2,3361
569,2628,4390,0.7082265615463257,3930,2,4390
570,3857,4393,0.7851628065109253,722,7,4393
571,3411,4397,0.7024753093719482,3414,3,4397
572,2188,4399,0.7103826999664307,4566,3,4399
573,4401,4400,0.6474116444587708,10384,2,4400
574,37,4407,0.6446202993392944,8990,8,4407
575,4410,571,0.7032342553138733,5521,3,571
576,4415,471,0.7335337400436401,1537,7,471
577,1674,3333,0.7579525113105774,1291,2,3333
578,726,3962,0.7106711864471436,1400,2,3962
579,667,4426,0.7258045673370361,2610,8,4426
580,1674,1792,0.676357626914978,6873,2,1792
581,4431,4430,0.6931940913200378,5442,3,4430
582,1308,2399,0.7805980443954468,1196,8,2399
583,725,520,0.7296053767204285,4378,8,520
584,410,4485,0.6708796620368958,7389,8,4485
585,4487,343,0.7307453751564026,3710,3,343
586,1674,4492,0.6898452639579773,5928,8,4492
587,4498,1674,0.7352834343910217,3529,8,1674
